"time","IAE_1.y","IAE_2.y","IE_1.y","IE_2.y","r_11.y","r_22.y","y_11.y","y_22.y"
203,14.4787,10.3737,2.1185,4.62629,1,0,0.1637,0.817729
204,15.2335,11.1322,2.87326,3.86781,1,0,0.326156,0.70006
205,15.8309,11.7769,3.47067,3.22311,1,0,0.475652,0.591344
206,16.29,12.3193,3.92981,2.68072,1,0,0.601858,0.495723
207,16.6356,12.7729,4.27541,2.2271,1,0,0.702841,0.41374
208,16.8921,13.151,4.53184,1.84901,1,0,0.780726,0.344432
209,17.0806,13.4655,4.72042,1.53451,1,0,0.839221,0.286302
210,17.2188,13.7268,4.85853,1.27321,1,0,0.882308,0.237773
211,17.3199,13.9437,4.95973,1.05626,1,0,0.91361,0.197367
212,17.3944,14.1238,5.03423,0.876203,1,0,0.936149,0.163776
213,17.4498,14.2732,5.08955,0.726808,1,0,0.952309,0.135878
214,17.4913,14.3971,5.13113,0.602868,1,0,0.963902,0.11272
215,17.523,14.4999,5.16282,0.500055,1,0,0.972262,0.0935034
216,17.5476,14.5852,5.18735,0.414772,1,0,0.978352,0.0775597
217,17.5669,14.656,5.20664,0.344031,1,0,0.982849,0.0643331
218,17.5822,14.7146,5.22203,0.285355,1,0,0.986228,0.0533615
219,17.5947,14.7633,5.23445,0.236685,1,0,0.988814,0.0442607
220,17.6048,14.8037,5.24459,0.196317,1,0,0.990832,0.0367118
221,17.6131,14.8372,5.25292,0.162833,1,0,0.992434,0.0304504
222,17.62,14.8649,5.25982,0.13506,1,0,0.993726,0.0252568
223,17.6258,14.888,5.26555,0.112024,1,0,0.994781,0.020949
224,17.6305,14.9071,5.27032,0.0929176,1,0,0.99565,0.017376
225,17.6345,14.9229,5.2743,0.0770696,1,0,0.996371,0.0144123
226,17.6378,14.9361,5.27762,0.0639246,1,0,0.996971,0.0119542
227,17.6406,14.947,5.28039,0.0530216,1,0,0.997473,0.00991528
228,17.6429,14.956,5.2827,0.0439783,1,0,0.997893,0.00822413
229,17.6448,14.9635,5.28463,0.0364773,1,0,0.998244,0.00682142
230,17.6465,14.9697,5.28623,0.0302558,1,0,0.998538,0.00565796
231,17.6478,14.9749,5.28757,0.0250953,1,0,0.998783,0.00469294
232,17.6489,14.9792,5.28868,0.0208151,1,0,0.998988,0.00389251
233,17.6498,14.9827,5.2896,0.0172649,1,0,0.999159,0.00322861
234,17.6506,14.9857,5.29037,0.0143202,1,0,0.999301,0.00267793
235,17.6512,14.9881,5.29101,0.0118777,1,0,0.99942,0.00222119
236,17.6518,14.9901,5.29154,0.00985186,1,0,0.999518,0.00184234
237,17.6522,14.9918,5.29198,0.00817152,1,0,0.9996,0.00152811
238,17.6526,14.9932,5.29234,0.00677779,1,0,0.999668,0.00126748
239,17.6529,14.9944,5.29265,0.00562177,1,0,0.999725,0.0010513
240,17.6531,14.9953,5.2929,0.00466292,1,0,0.999772,0.000871987
241,17.6533,14.9961,5.29311,0.00386761,1,0,0.999811,0.000723261
242,17.6535,14.9968,5.29328,0.00320795,1,0,0.999843,0.000599902
243,17.6536,14.9973,5.29342,0.00266081,1,0,0.99987,0.000497582
244,17.6538,14.9978,5.29354,0.00220698,1,0,0.999892,0.000412715
245,17.6539,14.9982,5.29364,0.00183056,1,0,0.99991,0.000342322
246,17.6539,14.9985,5.29372,0.00151834,1,0,0.999926,0.000283936
247,17.654,14.9987,5.29379,0.00125937,1,0,0.999938,0.000235508
248,17.6541,14.999,5.29384,0.00104457,1,0,0.999949,0.00019534
249,17.6541,14.9991,5.29389,0.00086641,1,0,0.999958,0.000162023
250,17.6541,14.9993,5.29393,0.000718635,1,0,0.999965,0.000134388
251,17.6542,14.9994,5.29396,0.000596065,1,0,0.999971,0.000111467
252,17.6542,14.9995,5.29399,0.0004944,1,0,0.999976,9.2455e-5
253,17.6542,14.9996,5.29401,0.000410075,1,0,0.99998,7.66859e-5
254,17.6542,14.9997,5.29403,0.000340133,1,0,0.999983,6.36064e-5
255,17.6543,14.9997,5.29404,0.00028212,1,0,0.999986,5.27577e-5
