"time","IAE_1.y","IAE_2.y","IE1.y","IE2.y","r_11.y","r_22.y","y_11.y","y_22.y"
339,18.6666,1.00126,3.97802e-5,0.214994,0,1,1.12884e-5,1
340,18.6666,1.00126,2.99521e-5,0.214994,0,1,8.49951e-6,1
341,18.6666,1.00126,2.25521e-5,0.214994,0,1,6.39962e-6,1
342,18.6666,1.00126,1.69804e-5,0.214994,0,1,4.81853e-6,1
343,18.6667,1.00126,1.27852e-5,0.214994,0,1,3.62807e-6,1
344,18.6667,1.00126,9.62653e-6,0.214994,0,1,2.73172e-6,1
345,18.6667,1.00126,7.24823e-6,0.214994,0,1,2.05683e-6,1
346,18.6667,1.00126,5.45755e-6,0.214994,0,1,1.54869e-6,1
347,18.6667,1.00126,4.10929e-6,0.214994,0,1,1.16609e-6,1
348,18.6667,1.00126,3.0941e-6,0.214994,0,1,8.78014e-7,1
349,18.6667,1.00126,2.32972e-6,0.214994,0,1,6.61106e-7,1
350,18.6667,1.00126,1.75417e-6,0.214994,0,1,4.97782e-7,1
351,18.6667,1.00126,1.32081e-6,0.214994,0,1,3.74808e-7,1
352,18.6667,1.00126,9.94513e-7,0.214994,0,1,2.82213e-7,1
353,18.6667,1.00126,7.48823e-7,0.214994,0,1,2.12494e-7,1
354,18.6667,1.00126,5.6383e-7,0.214994,0,1,1.59998e-7,1
355,18.6667,1.00126,4.24538e-7,0.214994,0,1,1.20471e-7,1
356,18.6667,1.00126,3.19658e-7,0.214994,0,1,9.07094e-8,1
357,18.6667,1.00126,2.40688e-7,0.214994,0,1,6.83002e-8,1
358,18.6667,1.00126,1.81227e-7,0.214994,0,1,5.14269e-8,1
359,18.6667,1.00126,1.36467e-7,0.214994,0,1,3.87251e-8,1
360,18.6667,1.00126,1.02788e-7,0.214994,0,1,2.91678e-8,1
361,18.6667,1.00126,7.74267e-8,0.214994,0,1,2.19718e-8,1
362,18.6667,1.00126,5.83317e-8,0.214994,0,1,1.65541e-8,1
363,18.6667,1.00126,4.39431e-8,0.214994,0,1,1.24719e-8,1
364,18.6667,1.00126,3.31012e-8,0.214994,0,1,9.39715e-9,1
365,18.6667,1.00126,2.49302e-8,0.214994,0,1,7.08164e-9,1
366,18.6667,1.00126,1.87718e-8,0.214994,0,1,5.3401e-9,1
367,18.6667,1.00126,1.41261e-8,0.214994,0,1,4.03431e-9,1
368,18.6667,1.00126,1.06231e-8,0.214994,0,1,3.03527e-9,1
369,18.6667,1.00126,7.98834e-9,0.214994,0,1,2.27487e-9,1
370,18.6667,1.00126,6.0105e-9,0.214994,0,1,1.70872e-9,1
371,18.6667,1.00126,4.52144e-9,0.214994,0,1,1.30064e-9,1
372,18.6667,1.00126,3.39315e-9,0.214994,0,1,9.84269e-10,1
373,18.6667,1.00126,2.54369e-9,0.214994,0,1,7.2787e-10,1
374,18.6667,1.00126,1.90928e-9,0.214994,0,1,5.37052e-10,1
375,18.6667,1.00126,1.43543e-9,0.214994,0,1,4.04483e-10,1
376,18.6667,1.00126,1.08041e-9,0.214994,0,1,3.1288e-10,1
377,18.6667,1.00126,8.11424e-10,0.214994,0,1,2.3752e-10,1
378,18.6667,1.00126,6.09406e-10,0.214994,0,1,1.74589e-10,1
379,18.6667,1.00126,4.63889e-10,0.214994,0,1,1.28825e-10,1
380,18.6667,1.00126,3.59586e-10,0.214994,0,1,9.94482e-11,1
381,18.6667,1.00126,2.69483e-10,0.214994,0,1,7.56619e-11,1
382,18.6667,1.00126,1.96151e-10,0.214994,0,1,5.672e-11,1
383,18.6667,1.00126,1.41393e-10,0.214994,0,1,4.36133e-11,1
384,18.6667,1.00126,9.68711e-11,0.214994,0,1,3.10905e-11,1
385,18.6667,1.00126,6.67926e-11,0.214994,0,1,2.18012e-11,1
386,18.6667,1.00126,4.18895e-11,0.214994,0,1,1.59059e-11,1
387,18.6667,1.00126,2.2633e-11,0.214994,0,1,1.33966e-11,1
388,18.6667,1.00126,8.98804e-12,0.214994,0,1,1.27272e-11,1
389,18.6667,1.00126,-3.55848e-12,0.214994,0,1,9.8761e-12,1
390,18.6667,1.00126,-1.26436e-11,0.214994,0,1,6.94889e-12,1
391,18.6667,1.00126,-1.62811e-11,0.214994,0,1,4.10427e-12,1
392,18.6667,1.00126,-1.67874e-11,0.214994,0,1,1.97797e-12,1
393,18.6667,1.00126,-1.56414e-11,0.214994,0,1,3.15747e-13,1
394,18.6667,1.00126,-1.44095e-11,0.214994,0,1,-1.21547e-12,1
395,18.6667,1.00126,-1.25519e-11,0.214994,0,1,-1.78924e-12,1
396,18.6667,1.00126,-1.05388e-11,0.214994,0,1,-2.04103e-12,1
397,18.6667,1.00126,-8.56542e-12,0.214994,0,1,-1.97176e-12,1
398,18.6667,1.00126,-6.8675e-12,0.214994,0,1,-1.72706e-12,1
399,18.6667,1.00126,-5.48263e-12,0.214994,0,1,-1.43974e-12,1
400,18.6667,1.00126,-4.56184e-12,0.214994,0,1,-1.21547e-12,1
400,18.6667,1.00126,-4.56184e-12,0.214994,1,1,-1.21547e-12,1
400,18.6667,1.00126,-1.01819e-13,0.214994,1,1,-4.56035e-12,1
400,18.6667,1.00126,-1.01819e-13,0.214994,1,0,-4.56035e-12,1
401,21.0664,1.27863,2.39978,-0.0560972,1,0,-0.770657,-0.0334012
402,22.0048,1.32104,3.33809,-0.0136824,1,0,0.573228,-0.0272039
403,22.3024,1.33376,3.6357,-0.000965175,1,0,0.759438,-0.0036266
404,22.528,1.33487,3.86136,0.000144458,1,0,0.7893,1.37526e-5
405,22.7193,1.33497,4.05265,4.42279e-5,1,0,0.829352,8.1461e-5
406,22.8696,1.33501,4.20296,3.9258e-6,1,0,0.868989,1.2745e-5
407,22.984,1.33501,4.31731,-3.37878e-7,1,0,0.900951,2.60743e-7
408,23.0703,1.33501,4.40359,-1.39902e-7,1,0,0.92536,-2.36769e-7
409,23.1352,1.33501,4.46858,-1.50187e-8,1,0,0.943791,-4.36101e-8
410,23.1842,1.33501,4.51752,6.5068e-10,1,0,0.957676,-1.80513e-9
411,23.221,1.33501,4.55437,4.30108e-10,1,0,0.968133,6.59623e-10
412,23.2488,1.33501,4.58211,5.44684e-11,1,0,0.976006,1.44357e-10
413,23.2697,1.33501,4.603,-6.4718e-13,1,0,0.981934,8.70681e-12
414,23.2854,1.33501,4.61873,-1.28529e-12,1,0,0.986397,-1.74394e-12
415,23.2972,1.33501,4.63057,-1.91141e-13,1,0,0.989758,-4.67182e-13
416,23.3062,1.33501,4.63949,-2.80051e-15,1,0,0.992288,-3.68594e-14
417,23.3129,1.33501,4.6462,3.56966e-15,1,0,0.994194,4.88498e-15
418,23.3179,1.33501,4.65126,3.06459e-16,1,0,0.995628,1.77636e-15
419,23.3217,1.33501,4.65507,-3.36778e-16,1,0,0.996708,0
420,23.3246,1.33501,4.65793,-2.89256e-16,1,0,0.997522,-4.44089e-16
421,23.3268,1.33501,4.66009,-2.22583e-16,1,0,0.998134,4.44089e-16
422,23.3284,1.33501,4.66172,3.5299e-14,1,0,0.998595,-7.68274e-14
423,23.3296,1.33501,4.66294,-7.55096e-14,1,0,0.998942,5.2669e-13
424,23.3305,1.33501,4.66386,-6.62062e-13,1,0,0.999203,-5.81313e-13
425,23.3312,1.33501,4.66455,4.117e-12,1,0,0.9994,-7.41585e-12
426,23.3317,1.33501,4.66508,-7.64061e-12,1,0,0.999548,4.68461e-11
427,23.3321,1.33501,4.66547,-4.1636e-11,1,0,0.99966,-8.63105e-11
428,23.3324,1.33501,4.66576,3.49031e-10,1,0,0.999744,-4.76363e-10
429,23.3327,1.33501,4.66599,-9.03949e-10,1,0,0.999807,3.97422e-9
430,23.3328,1.33501,4.66616,-3.00108e-9,1,0,0.999855,-3.67776e-9
431,23.3329,1.33501,4.66628,-5.03056e-10,1,0,0.999891,-1.17021e-9
432,23.333,1.33501,4.66638,-1.80456e-11,1,0,0.999918,-5.9726e-11
433,23.3331,1.33501,4.66645,1.68224e-12,1,0,0.999938,3.27383e-11
434,23.3332,1.33501,4.6665,-2.49241e-12,1,0,0.999953,5.40989e-11
435,23.3332,1.33501,4.66654,1.2972e-12,1,0,0.999965,1.46058e-10
436,23.3332,1.33501,4.66657,1.34801e-12,1,0,0.999974,7.58433e-11
437,23.3333,1.33501,4.6666,4.078e-11,1,0,0.99998,4.22755e-11
438,23.3333,1.33501,4.66661,3.01176e-11,1,0,0.999985,7.52332e-11
439,23.3333,1.33501,4.66663,-1.60054e-11,1,0,0.999989,4.29496e-11
440,23.3333,1.33501,4.66664,-5.96104e-12,1,0,0.999991,3.21618e-11
441,23.3333,1.33501,4.66664,-1.49695e-11,1,0,0.999994,1.92752e-11
442,23.3333,1.33501,4.66665,-6.24705e-12,1,0,0.999995,1.23777e-11
443,23.3333,1.33501,4.66665,-4.39345e-12,1,0,0.999996,1.36193e-11
444,23.3333,1.33501,4.66666,-8.61018e-12,1,0,0.999997,3.27383e-12
445,23.3333,1.33501,4.66666,1.09091e-11,1,0,0.999998,-2.07079e-12
446,23.3333,1.33501,4.66666,-5.81176e-13,1,0,0.999998,3.30136e-12
447,23.3333,1.33501,4.66666,3.31339e-13,1,0,0.999999,2.69118e-12
448,23.3333,1.33501,4.66666,2.97244e-12,1,0,0.999999,8.4337e-12
449,23.3333,1.33501,4.66666,-2.11171e-12,1,0,0.999999,-5.86775e-12
450,23.3333,1.33501,4.66666,-5.73577e-13,1,0,1,2.62013e-13
451,23.3333,1.33501,4.66667,-5.57393e-13,1,0,1,-4.14246e-12
452,23.3333,1.33501,4.66667,-6.84379e-12,1,0,1,-2.25335e-11
453,23.3333,1.33501,4.66667,6.51395e-12,1,0,1,1.55005e-11
454,23.3333,1.33501,4.66667,-2.11804e-12,1,0,1,-1.99263e-12
455,23.3333,1.33501,4.66667,6.83728e-12,1,0,1,2.00511e-11
456,23.3333,1.33501,4.66667,-6.06846e-12,1,0,1,-1.33511e-11
457,23.3333,1.33501,4.66667,3.18748e-12,1,0,1,4.75753e-12
458,23.3333,1.33501,4.66667,-1.65893e-12,1,0,1,-4.01457e-12
459,23.3333,1.33501,4.66667,-3.09334e-12,1,0,1,-1.2367e-11
460,23.3333,1.33501,4.66667,4.7989e-12,1,0,1,1.47531e-11
461,23.3333,1.33501,4.66667,-2.70604e-12,1,0,1,-6.31095e-12
462,23.3333,1.33501,4.66667,4.83591e-12,1,0,1,1.4865e-11
463,23.3333,1.33501,4.66667,-4.45082e-12,1,0,1,-1.2272e-11
464,23.3333,1.33501,4.66667,9.80163e-13,1,0,1,5.53779e-13
465,23.3333,1.33501,4.66667,6.27393e-13,1,0,1,1.29452e-12
466,23.3333,1.33501,4.66667,-1.60349e-12,1,0,1,-6.43441e-12
467,23.3333,1.33501,4.66667,-4.40232e-13,1,0,1,-4.19265e-12
468,23.3333,1.33501,4.66667,2.05527e-12,1,0,1,5.79403e-12
469,23.3333,1.33501,4.66667,9.48045e-13,1,0,1,5.82423e-12
470,23.3333,1.33501,4.66667,-8.72463e-13,1,0,1,4.79616e-13
471,23.3333,1.33501,4.66667,-1.29627e-12,1,0,1,-2.17026e-12
472,23.3333,1.33501,4.66667,-5.55382e-13,1,0,1,-1.29807e-12
473,23.3333,1.33501,4.66667,3.09608e-13,1,0,1,1.22213e-12
474,23.3333,1.33501,4.66667,7.68605e-13,1,0,1,2.85372e-12
475,23.3333,1.33501,4.66667,6.53581e-13,1,0,1,2.8253e-12
476,23.3333,1.33501,4.66667,1.45605e-13,1,0,1,1.09202e-12
477,23.3333,1.33501,4.66667,-1.75752e-13,1,0,1,-4.33875e-13
478,23.3333,1.33501,4.66667,-4.89991e-14,1,0,1,-3.32623e-13
479,23.3333,1.33501,4.66667,6.04411e-14,1,0,1,6.39488e-14
480,23.3333,1.33501,4.66667,3.12479e-14,1,0,1,5.81757e-14
481,23.3333,1.33501,4.66667,1.07682e-14,1,0,1,2.30926e-14
482,23.3333,1.33501,4.66667,1.01136e-15,1,0,1,5.32907e-15
483,23.3333,1.33501,4.66667,-7.62744e-15,1,0,1,1.77636e-15
484,23.3333,1.33501,4.66667,-7.72752e-15,1,0,1,-6.21725e-15
485,23.3333,1.33501,4.66667,-4.22808e-15,1,0,1,-4.44089e-15
486,23.3333,1.33501,4.66667,-1.60022e-15,1,0,1,-1.77636e-15
487,23.3333,1.33501,4.66667,-7.73641e-16,1,0,1,-4.44089e-16
488,23.3333,1.33501,4.66667,-3.63087e-16,1,0,1,4.44089e-16
489,23.3333,1.33501,4.66667,-2.39079e-16,1,0,1,0
490,23.3333,1.33501,4.66667,-2.58819e-16,1,0,1,-4.44089e-16
491,23.3333,1.33501,4.66667,-2.23109e-16,1,0,1,0
492,23.3333,1.33501,4.66667,-1.88507e-16,1,0,1,0
493,23.3333,1.33501,4.66667,-1.62477e-16,1,0,1,0
494,23.3333,1.33501,4.66667,-2.03383e-16,1,0,1,0
495,23.3333,1.33501,4.66667,-2.42402e-16,1,0,1,0
496,23.3333,1.33501,4.66667,-2.52843e-16,1,0,1,0
497,23.3333,1.33501,4.66667,-2.57904e-16,1,0,1,0
498,23.3333,1.33501,4.66667,-2.59943e-16,1,0,1,0
499,23.3333,1.33501,4.66667,-2.60783e-16,1,0,1,0
500,23.3333,1.33501,4.66667,-2.61058e-16,1,0,1,0
500,23.3333,1.33501,4.66667,-2.61058e-16,1,1,1,0
500,23.3333,1.33501,4.66667,1.09186e-11,1,1,1,3.08278e-11
500,23.3333,1.33501,4.66667,1.09186e-11,0,1,1,3.08278e-11
501,25.7331,1.61238,2.26689,0.271091,0,1,1.77066,1.0334
502,26.6714,1.65479,1.32858,0.228676,0,1,0.426772,1.0272
503,26.969,1.66751,1.03097,0.215959,0,1,0.240562,1.00363
504,27.1947,1.66862,0.80531,0.21485,0,1,0.2107,0.999986
505,27.386,1.66872,0.614013,0.21495,0,1,0.170648,0.999919
506,27.5363,1.66876,0.463705,0.21499,0,1,0.131011,0.999987
507,27.6506,1.66877,0.349357,0.214994,0,1,0.0990493,1
508,27.7369,1.66877,0.263079,0.214994,0,1,0.0746397,1
509,27.8019,1.66877,0.198088,0.214994,0,1,0.0562093,1
510,27.8509,1.66877,0.149149,0.214994,0,1,0.0423238,1
511,27.8877,1.66877,0.1123,0.214994,0,1,0.0318674,1
512,27.9154,1.66877,0.0845551,0.214994,0,1,0.0239942,1
513,27.9363,1.66877,0.0636648,0.214994,0,1,0.0180662,1
514,27.9521,1.66877,0.0479358,0.214994,0,1,0.0136027,1
515,27.9639,1.66877,0.0360928,0.214994,0,1,0.010242,1
516,27.9728,1.66877,0.0271757,0.214994,0,1,0.00771164,1
517,27.9795,1.66877,0.0204616,0.214994,0,1,0.0058064,1
518,27.9846,1.66877,0.0154064,0.214994,0,1,0.00437187,1
519,27.9884,1.66877,0.0116001,0.214994,0,1,0.00329176,1
520,27.9913,1.66877,0.00873416,0.214994,0,1,0.00247849,1
521,27.9934,1.66877,0.0065763,0.214994,0,1,0.00186616,1
522,27.995,1.66877,0.00495155,0.214994,0,1,0.0014051,1
523,27.9963,1.66877,0.00372822,0.214994,0,1,0.00105796,1
524,27.9972,1.66877,0.00280713,0.214994,0,1,0.000796579,1
525,27.9979,1.66877,0.0021136,0.214994,0,1,0.000599776,1
526,27.9984,1.66877,0.00159141,0.214994,0,1,0.000451595,1
527,27.9988,1.66877,0.00119824,0.214994,0,1,0.000340024,1
528,27.9991,1.66877,0.0009022,0.214994,0,1,0.000256017,1
529,27.9993,1.66877,0.000679303,0.214994,0,1,0.000192766,1
530,27.9995,1.66877,0.000511474,0.214994,0,1,0.000145141,1
531,27.9996,1.66877,0.000385109,0.214994,0,1,0.000109283,1
532,27.9997,1.66877,0.000289964,0.214994,0,1,8.22832e-5,1
533,27.9998,1.66877,0.000218326,0.214994,0,1,6.19543e-5,1
534,27.9998,1.66877,0.000164386,0.214994,0,1,4.66479e-5,1
535,27.9999,1.66877,0.000123773,0.214994,0,1,3.51231e-5,1
536,27.9999,1.66877,9.31936e-5,0.214994,0,1,2.64456e-5,1
537,27.9999,1.66877,7.01692e-5,0.214994,0,1,1.99119e-5,1
538,27.9999,1.66877,5.28332e-5,0.214994,0,1,1.49925e-5,1
539,28,1.66877,3.97802e-5,0.214994,0,1,1.12884e-5,1
540,28,1.66877,2.99521e-5,0.214994,0,1,8.49952e-6,1
541,28,1.66877,2.25522e-5,0.214994,0,1,6.39963e-6,1
542,28,1.66877,1.69804e-5,0.214994,0,1,4.81854e-6,1
543,28,1.66877,1.27853e-5,0.214994,0,1,3.6281e-6,1
544,28,1.66877,9.62668e-6,0.214994,0,1,2.73176e-6,1
545,28,1.66877,7.24838e-6,0.214994,0,1,2.05687e-6,1
546,28,1.66877,5.45765e-6,0.214994,0,1,1.54872e-6,1
547,28,1.66877,4.10933e-6,0.214994,0,1,1.1661e-6,1
548,28,1.66877,3.09411e-6,0.214994,0,1,8.78016e-7,1
549,28,1.66877,2.3297e-6,0.214994,0,1,6.611e-7,1
550,28,1.66877,1.75414e-6,0.214994,0,1,4.97774e-7,1
551,28,1.66877,1.32078e-6,0.214994,0,1,3.74797e-7,1
552,28,1.66877,9.94478e-7,0.214994,0,1,2.82203e-7,1
553,28,1.66877,7.4879e-7,0.214994,0,1,2.12484e-7,1
554,28,1.66877,5.638e-7,0.214994,0,1,1.59989e-7,1
555,28,1.66877,4.24512e-7,0.214994,0,1,1.20464e-7,1
556,28,1.66877,3.19657e-7,0.214994,0,1,9.07093e-8,1
557,28,1.66877,2.4072e-7,0.214994,0,1,6.83089e-8,1
558,28,1.66877,1.81276e-7,0.214994,0,1,5.14406e-8,1
559,28,1.66877,1.36504e-7,0.214994,0,1,3.8736e-8,1
560,28,1.66877,1.02789e-7,0.214994,0,1,2.91682e-8,1
561,28,1.66877,7.74045e-8,0.214994,0,1,2.19644e-8,1
562,28,1.66877,5.82914e-8,0.214994,0,1,1.65408e-8,1
563,28,1.66877,4.38965e-8,0.214994,0,1,1.24563e-8,1
564,28,1.66877,3.30548e-8,0.214994,0,1,9.37969e-9,1
565,28,1.66877,2.48912e-8,0.214994,0,1,7.06289e-9,1
566,28,1.66877,1.87447e-8,0.214994,0,1,5.31895e-9,1
567,28,1.66877,1.41161e-8,0.214994,0,1,4.00577e-9,1
568,28,1.66877,1.06298e-8,0.214994,0,1,3.01638e-9,1
569,28,1.66877,8.00533e-9,0.214994,0,1,2.27133e-9,1
570,28,1.66877,6.03457e-9,0.214994,0,1,1.71165e-9,1
571,28,1.66877,4.55899e-9,0.214994,0,1,1.29273e-9,1
572,28,1.66877,3.45004e-9,0.214994,0,1,9.78703e-10,1
573,28,1.66877,2.61492e-9,0.214994,0,1,7.42612e-10,1
574,28,1.66877,1.98645e-9,0.214994,0,1,5.63146e-10,1
575,28,1.66877,1.50946e-9,0.214994,0,1,4.18076e-10,1
576,28,1.66877,1.15856e-9,0.214994,0,1,2.91753e-10,1
577,28,1.66877,8.92441e-10,0.214994,0,1,2.00507e-10,1
578,28,1.66877,6.95036e-10,0.214994,0,1,1.63705e-10,1
579,28,1.66877,5.43302e-10,0.214994,0,1,1.36176e-10,1
580,28,1.66877,4.17641e-10,0.214994,0,1,1.1864e-10,1
581,28,1.66877,3.20713e-10,0.214994,0,1,9.86404e-11,1
582,28,1.66877,2.3875e-10,0.214994,0,1,6.84544e-11,1
583,28,1.66877,1.83299e-10,0.214994,0,1,4.53586e-11,1
584,28,1.66877,1.46178e-10,0.214994,0,1,2.64941e-11,1
585,28,1.66877,1.15202e-10,0.214994,0,1,1.90497e-11,1
586,28,1.66877,9.27231e-11,0.214994,0,1,1.81248e-11,1
587,28,1.66877,7.18161e-11,0.214994,0,1,1.66203e-11,1
588,28,1.66877,5.44472e-11,0.214994,0,1,1.61251e-11,1
589,28,1.66877,3.90012e-11,0.214994,0,1,1.40661e-11,1
590,28,1.66877,2.61551e-11,0.214994,0,1,1.15217e-11,1
591,28,1.66877,1.59091e-11,0.214994,0,1,8.49232e-12,1
592,28,1.66877,1.14541e-11,0.214994,0,1,6.28386e-12,1
593,28,1.66877,1.02616e-11,0.214994,0,1,5.05751e-12,1
594,28,1.66877,9.06908e-12,0.214994,0,1,3.83071e-12,1
595,28,1.66877,7.87655e-12,0.214994,0,1,2.60414e-12,1
596,28,1.66877,6.4979e-12,0.214994,0,1,2.25531e-12,1
597,28,1.66877,5.04086e-12,0.214994,0,1,2.27662e-12,1
598,28,1.66877,3.58383e-12,0.214994,0,1,2.29794e-12,1
599,28,1.66877,2.1268e-12,0.214994,0,1,2.31859e-12,1
600,28,1.66877,6.15955e-13,0.214994,0,1,2.23155e-12,1
600,28,1.66877,6.15955e-13,0.214994,1,1,2.23155e-12,1
600,28,1.66877,7.3264e-12,0.214994,1,1,-2.80154e-12,1
600,28,1.66877,7.3264e-12,0.214994,1,0,-2.80154e-12,1
601,30.3998,1.94613,2.39978,-0.0560972,1,0,-0.770657,-0.0334012
602,31.3381,1.98855,3.33809,-0.0136824,1,0,0.573228,-0.0272039
603,31.6357,2.00126,3.6357,-0.000965175,1,0,0.759438,-0.0036266
604,31.8614,2.00237,3.86136,0.000144458,1,0,0.7893,1.37527e-5
605,32.0527,2.00247,4.05265,4.42279e-5,1,0,0.829352,8.1461e-5
606,32.203,2.00251,4.20296,3.92579e-6,1,0,0.868989,1.2745e-5
607,32.3173,2.00252,4.31731,-3.37884e-7,1,0,0.900951,2.60745e-7
608,32.4036,2.00252,4.40359,-1.39903e-7,1,0,0.92536,-2.36771e-7
609,32.4686,2.00252,4.46858,-1.50205e-8,1,0,0.943791,-4.3616e-8
610,32.5175,2.00252,4.51752,6.50957e-10,1,0,0.957676,-1.80491e-9
611,32.5544,2.00252,4.55437,4.33608e-10,1,0,0.968133,6.59264e-10
612,32.5821,2.00252,4.58211,5.70717e-11,1,0,0.976006,1.45738e-10
613,32.603,2.00252,4.603,7.64503e-14,1,0,0.981934,1.0679e-11
614,32.6187,2.00252,4.61873,-1.38787e-12,1,0,0.986397,-1.21503e-12
615,32.6306,2.00252,4.63057,-2.25989e-13,1,0,0.989758,-1.14797e-12
616,32.6395,2.00252,4.63949,8.21142e-14,1,0,0.992288,5.28466e-14
617,32.6462,2.00252,4.6462,-2.60433e-14,1,0,0.994194,3.32179e-13
618,32.6513,2.00252,4.65126,-3.5125e-14,1,0,0.995628,-2.18936e-13
619,32.6551,2.00252,4.65507,3.4403e-14,1,0,0.996708,-8.43769e-14
620,32.6579,2.00252,4.65793,7.47582e-14,1,0,0.997522,3.89466e-13
621,32.6601,2.00252,4.66009,7.17681e-15,1,0,0.998134,-9.10383e-14
622,32.6617,2.00252,4.66172,-3.28342e-15,1,0,0.998595,-2.17604e-14
623,32.6629,2.00252,4.66294,-7.71998e-14,1,0,0.998942,-2.34923e-13
624,32.6639,2.00252,4.66386,-1.94879e-13,1,0,0.999203,-5.67546e-13
625,32.6646,2.00252,4.66455,-3.43813e-13,1,0,0.9994,-9.58789e-13
626,32.6651,2.00252,4.66508,-4.9568e-13,1,0,0.999548,-1.34159e-12
627,32.6655,2.00252,4.66547,-5.99838e-13,1,0,0.99966,-1.57208e-12
628,32.6658,2.00252,4.66576,-5.8063e-13,1,0,0.999744,-1.44418e-12
629,32.666,2.00252,4.66599,-3.41278e-13,1,0,0.999807,-7.01217e-13
630,32.6662,2.00252,4.66616,2.18476e-13,1,0,0.999855,9.08607e-13
631,32.6663,2.00252,4.66628,1.17024e-12,1,0,0.999891,3.54694e-12
632,32.6664,2.00252,4.66638,2.50617e-12,1,0,0.999918,7.14451e-12
633,32.6664,2.00252,4.66645,4.07611e-12,1,0,0.999938,1.12323e-11
634,32.6665,2.00252,4.6665,5.52049e-12,1,0,0.999953,1.47757e-11
635,32.6665,2.00252,4.66654,6.22095e-12,1,0,0.999965,1.60556e-11
636,32.6666,2.00252,4.66657,5.30455e-12,1,0,0.999974,1.27205e-11
637,32.6666,2.00252,4.6666,1.73752e-12,1,0,0.99998,2.07434e-12
638,32.6666,2.00252,4.66661,-5.43566e-12,1,0,0.999985,-1.82312e-11
639,32.6666,2.00252,4.66663,-1.538e-11,1,0,0.999989,-3.9905e-11
640,32.6666,2.00252,4.66664,-7.37157e-12,1,0,0.999992,-1.81326e-11
641,32.6666,2.00252,4.66664,-6.82811e-12,1,0,0.999994,-1.8332e-11
642,32.6666,2.00252,4.66665,3.16819e-12,1,0,0.999995,1.11409e-11
643,32.6667,2.00252,4.66665,3.39081e-12,1,0,0.999996,1.03744e-11
644,32.6667,2.00252,4.66666,4.90516e-12,1,0,0.999997,1.41016e-11
645,32.6667,2.00252,4.66666,-2.21986e-12,1,0,0.999998,-8.05889e-12
646,32.6667,2.00252,4.66666,-3.24702e-12,1,0,0.999998,-1.2391e-11
647,32.6667,2.00252,4.66666,1.75161e-12,1,0,0.999999,4.69802e-12
648,32.6667,2.00252,4.66666,8.53769e-13,1,0,0.999999,1.58318e-12
649,32.6667,2.00252,4.66666,-3.18876e-12,1,0,0.999999,-7.502e-12
650,32.6667,2.00252,4.66666,3.37572e-12,1,0,1,1.0103e-11
651,32.6667,2.00252,4.66667,-3.33891e-13,1,0,1,-2.42295e-12
652,32.6667,2.00252,4.66667,-2.8315e-12,1,0,1,-6.60361e-12
653,32.6667,2.00252,4.66667,2.3892e-12,1,0,1,6.4686e-12
654,32.6667,2.00252,4.66667,6.64654e-13,1,0,1,2.4527e-12
655,32.6667,2.00252,4.66667,2.86646e-13,1,0,1,1.51479e-12
656,32.6667,2.00252,4.66667,4.97499e-13,1,0,1,2.68008e-12
657,32.6667,2.00252,4.66667,-6.16759e-13,1,0,1,-1.43974e-12
658,32.6667,2.00252,4.66667,1.0698e-13,1,0,1,-1.86517e-13
659,32.6667,2.00252,4.66667,2.27155e-13,1,0,1,1.18927e-12
660,32.6667,2.00252,4.66667,-1.02215e-12,1,0,1,-1.5965e-12
661,32.6667,2.00252,4.66667,-4.24034e-13,1,0,1,-1.72751e-13
662,32.6667,2.00252,4.66667,1.55896e-12,1,0,1,5.09903e-12
663,32.6667,2.00252,4.66667,1.8434e-12,1,0,1,6.68443e-12
664,32.6667,2.00252,4.66667,-1.62048e-12,1,0,1,-3.77431e-12
665,32.6667,2.00252,4.66667,-4.36556e-12,1,0,1,-1.4535e-11
666,32.6667,2.00252,4.66667,-1.73223e-14,1,0,1,-3.2454e-12
667,32.6667,2.00252,4.66667,5.90051e-12,1,0,1,1.74456e-11
668,32.6667,2.00252,4.66667,1.27978e-12,1,0,1,6.84519e-12
669,32.6667,2.00252,4.66667,-6.96415e-12,1,0,1,-2.12625e-11
670,32.6667,2.00252,4.66667,-6.30381e-12,1,0,1,-2.48566e-11
671,32.6667,2.00252,4.66667,3.6305e-12,1,0,1,6.18483e-12
672,32.6667,2.00252,4.66667,9.10589e-12,1,0,1,3.03806e-11
673,32.6667,2.00252,4.66667,2.62837e-12,1,0,1,1.47509e-11
674,32.6667,2.00252,4.66667,-1.54165e-12,1,0,1,-7.59393e-13
675,32.6667,2.00252,4.66667,-2.08168e-12,1,0,1,-6.2288e-12
676,32.6667,2.00252,4.66667,-1.54741e-12,1,0,1,-6.08891e-12
677,32.6667,2.00252,4.66667,1.90093e-13,1,0,1,-2.97984e-13
678,32.6667,2.00252,4.66667,1.20387e-12,1,0,1,3.46345e-12
679,32.6667,2.00252,4.66667,2.19231e-12,1,0,1,7.98073e-12
680,32.6667,2.00252,4.66667,2.19415e-12,1,0,1,8.66285e-12
681,32.6667,2.00252,4.66667,1.45133e-12,1,0,1,6.66578e-12
682,32.6667,2.00252,4.66667,5.64846e-13,1,0,1,3.5727e-12
683,32.6667,2.00252,4.66667,-4.99118e-13,1,0,1,-7.00329e-13
684,32.6667,2.00252,4.66667,-6.48236e-13,1,0,1,-2.10409e-12
685,32.6667,2.00252,4.66667,-2.04541e-13,1,0,1,-1.20615e-12
