"time","r_11.y","r_22.y","y_11.y","y_22.y","IE_2.y","IE_1.y","IAE_1.y","IAE_2.y"
221,1,0,0.966476,0.0638161,-0.737765,0.746653,19.593,20.6687
222,1,0,1.06233,-0.0438018,-0.7462,0.728709,19.6213,20.6967
223,1,0,1.08678,-0.0924588,-0.67069,0.646743,19.7032,20.7722
224,1,0,1.03561,-0.0556108,-0.590711,0.581113,19.7689,20.8522
225,1,0,0.966761,0.0182388,-0.572019,0.581412,19.7864,20.8756
226,1,0,0.939858,0.061201,-0.616379,0.633012,19.838,20.9199
227,1,0,0.967538,0.0452183,-0.674103,0.682924,19.8879,20.9777
228,1,0,1.01547,-0.00390162,-0.695521,0.69109,19.9015,20.9994
229,1,0,1.04041,-0.0391429,-0.671208,0.660006,19.9325,21.0237
230,1,0,1.02718,-0.0349901,-0.630835,0.623413,19.9691,21.0641
231,1,0,0.99482,-0.0034031,-0.610607,0.612152,19.9812,21.0843
232,1,0,0.973717,0.0240476,-0.622512,0.629816,19.9989,21.0965
233,1,0,0.978507,0.0260308,-0.649896,0.655786,20.0249,21.1239
234,1,0,0.99966,0.00649743,-0.667201,0.667216,20.0363,21.1412
235,1,0,1.01647,-0.0140362,-0.66261,0.65802,20.0455,21.1476
236,1,0,1.01627,-0.0187204,-0.64462,0.640147,20.0634,21.1656
237,1,0,1.00294,-0.00721983,-0.630726,0.629968,20.0736,21.1795
238,1,0,0.990132,0.00761896,-0.631287,0.634047,20.0782,21.1833
239,1,0,0.988113,0.0130487,-0.642695,0.64597,20.0901,21.1947
240,1,0,0.996163,0.00672479,-0.653343,0.654368,20.0985,21.2054
241,1,0,1.00556,-0.00366599,-0.654772,0.653208,20.1011,21.2082
242,1,0,1.00841,-0.00882009,-0.647837,0.645515,20.1088,21.2151
243,1,0,1.00382,-0.00570564,-0.639979,0.638946,20.1153,21.223
244,1,0,0.99714,0.00135052,-0.637765,0.638576,20.1171,21.2255
245,1,0,0.994234,0.00577308,-0.641756,0.643352,20.1218,21.2294
246,1,0,0.996632,0.00455465,-0.647366,0.648283,20.1268,21.2351
247,1,0,1.00123,-8.69666e-5,-0.649698,0.649341,20.1282,21.2374
248,1,0,1.00383,-0.0036453,-0.647578,0.646514,20.131,21.2395
249,1,0,1.00276,-0.00347463,-0.643695,0.64294,20.1346,21.2434
250,1,0,0.999685,-0.000526912,-0.641579,0.641677,20.1359,21.2455
251,1,0,0.997537,0.00220436,-0.642558,0.643243,20.1374,21.2466
252,1,0,0.997852,0.0025542,-0.645163,0.645753,20.14,21.2492
253,1,0,0.999838,0.000758917,-0.646931,0.646968,20.1412,21.2509
254,1,0,1.00152,-0.0012593,-0.646611,0.646186,20.142,21.2515
255,1,0,1.00161,-0.00181715,-0.644918,0.644477,20.1437,21.2532
256,1,0,1.00037,-0.000781455,-0.643524,0.643427,20.1447,21.2546
257,1,0,0.999105,0.00066118,-0.643491,0.643742,20.1451,21.255
258,1,0,0.99884,0.00125349,-0.64455,0.64487,20.1463,21.256
259,1,0,0.999573,0.000701281,-0.645605,0.645719,20.1471,21.2571
260,1,0,1.00049,-0.000298437,-0.645802,0.645663,20.1473,21.2574
261,1,0,1.00081,-0.000838285,-0.645168,0.644944,20.1481,21.258
262,1,0,1.0004,-0.000581359,-0.644399,0.64429,20.1487,21.2588
263,1,0,0.999759,9.03778e-5,-0.644147,0.644216,20.1489,21.259
264,1,0,0.999449,0.000542332,-0.644503,0.644655,20.1493,21.2594
265,1,0,0.999653,0.0004564,-0.645046,0.645141,20.1498,21.2599
266,1,0,1.00009,1.9556e-5,-0.645296,0.645268,20.15,21.2602
267,1,0,1.00036,-0.000337803,-0.645114,0.645013,20.1502,21.2604
268,1,0,1.00028,-0.000343577,-0.644742,0.644665,20.1506,21.2607
269,1,0,0.999988,-6.98085e-5,-0.644522,0.644527,20.1507,21.261
270,1,0,0.99977,0.000200762,-0.6446,0.644664,20.1508,21.2611
271,1,0,0.999786,0.000249683,-0.644847,0.644906,20.1511,21.2613
272,1,0,0.999972,8.56966e-5,-0.645026,0.645033,20.1512,21.2615
273,1,0,1.00014,-0.000111917,-0.645008,0.644968,20.1513,21.2615
274,1,0,1.00016,-0.000175761,-0.644849,0.644806,20.1514,21.2617
275,1,0,1.00004,-8.33151e-5,-0.64471,0.644698,20.1516,21.2618
276,1,0,0.999919,5.64392e-5,-0.644698,0.644721,20.1516,21.2619
277,1,0,0.999887,0.000119984,-0.644796,0.644827,20.1517,21.262
278,1,0,0.999953,7.2481e-5,-0.6449,0.644913,20.1518,21.2621
279,1,0,1.00004,-2.3363e-5,-0.644925,0.644912,20.1518,21.2621
280,1,0,1.00008,-7.93698e-5,-0.644867,0.644846,20.1519,21.2622
281,1,0,1.00004,-5.88692e-5,-0.644792,0.644781,20.1519,21.2622
282,1,0,0.99998,4.83939e-6,-0.644764,0.64477,20.152,21.2623
283,1,0,0.999948,5.07265e-5,-0.644796,0.64481,20.152,21.2623
284,1,0,0.999965,4.55138e-5,-0.644848,0.644858,20.152,21.2624
285,1,0,1.00001,4.57538e-6,-0.644874,0.644872,20.1521,21.2624
286,1,0,1.00003,-3.1136e-5,-0.644859,0.64485,20.1521,21.2624
287,1,0,1.00003,-3.38359e-5,-0.644824,0.644816,20.1521,21.2624
288,1,0,1,-8.54113e-6,-0.644801,0.644801,20.1521,21.2625
289,1,0,0.999979,1.81519e-5,-0.644807,0.644813,20.1521,21.2625
290,1,0,0.999979,2.43178e-5,-0.64483,0.644836,20.1522,21.2625
291,1,0,0.999996,9.44187e-6,-0.644848,0.644849,20.1522,21.2625
292,1,0,1.00001,-9.83558e-6,-0.644848,0.644844,20.1522,21.2625
293,1,0,1.00002,-1.694e-5,-0.644833,0.644829,20.1522,21.2625
294,1,0,1.00001,-8.77356e-6,-0.644819,0.644818,20.1522,21.2625
295,1,0,0.999993,4.71697e-6,-0.644817,0.644819,20.1522,21.2625
296,1,0,0.999989,1.14431e-5,-0.644826,0.644829,20.1522,21.2625
297,1,0,0.999995,7.43309e-6,-0.644836,0.644838,20.1522,21.2626
298,1,0,1,-1.72222e-6,-0.644839,0.644838,20.1522,21.2626
299,1,0,1.00001,-7.48512e-6,-0.644834,0.644832,20.1522,21.2626
300,1,0,1,-5.92789e-6,-0.644827,0.644826,20.1522,21.2626
300,1,1,1,-5.92789e-6,-0.644827,0.644826,20.1522,21.2626
300,1,1,1,-5.92788e-6,-0.644827,0.644826,20.1522,21.2626
300,0,1,1,-5.92788e-6,-0.644827,0.644826,20.1522,21.2626
301,0,1,1.25699,-0.364542,0.601867,-0.697174,21.4942,22.5093
302,0,1,0.283498,0.408179,1.65689,-1.51171,22.3088,23.5643
303,0,1,-0.692073,1.51363,1.67493,-1.26565,22.6252,23.8463
304,0,1,-0.892674,1.96588,0.856968,-0.395872,23.4949,24.6643
305,0,1,-0.326423,1.53781,0.0460348,0.256524,24.1473,25.4752
306,0,1,0.380626,0.767654,-0.102892,0.21057,24.3317,25.6989
307,0,1,0.625088,0.353757,0.386307,-0.344105,24.8864,26.1881
308,0,1,0.309909,0.553607,0.97815,-0.847225,25.3895,26.7799
309,0,1,-0.187507,1.07141,1.17087,-0.902534,25.5217,26.9826
310,0,1,-0.424509,1.41838,0.89547,-0.56295,25.8613,27.258
311,0,1,-0.265962,1.35077,0.477156,-0.189692,26.2346,27.6763
312,0,1,0.0734062,1.01381,0.285931,-0.0924301,26.3483,27.8675
313,0,1,0.279264,0.739189,0.427126,-0.289716,26.5456,28.0092
314,0,1,0.21401,0.735741,0.713841,-0.557484,26.8134,28.2959
315,0,1,-0.0103434,0.947084,0.882096,-0.663474,26.9198,28.4642
316,0,1,-0.177363,1.15517,0.821461,-0.55714,27.0261,28.5362
317,0,1,-0.164281,1.19217,0.630994,-0.37094,27.2123,28.7266
318,0,1,-0.0209933,1.06545,0.493296,-0.273115,27.3102,28.8643
