"time","r_11.y","r_22.y","y_11.y","y_22.y","IAE_1.y","IAE_2.y","IE_1.y","IE_2.y"
0,1,0,0,0,0,0,0,0
1,1,0,0,0,1,0,1,0
2,1,0,0.184244,0,1.90845,0,1.90845,0
3,1,0,0.401288,0,2.61568,2.15046e-10,2.61568,2.15046e-10
4,1,0,0.55074,-0.106927,3.13967,0.0534634,3.13967,0.0534634
5,1,0,0.675196,-0.231909,3.5267,0.222881,3.5267,0.222881
6,1,0,0.775896,-0.358471,3.80116,0.518071,3.80116,0.518071
7,1,0,0.856732,-0.473879,3.98484,0.934246,3.98484,0.934246
8,1,0,0.922733,-0.424986,4.09511,1.38368,4.09511,1.38368
9,1,0,0.985444,-0.330668,4.14102,1.76151,4.14102,1.76151
10,1,0,1.05662,-0.212592,4.16503,2.03314,4.11999,2.03314
11,1,0,1.13021,-0.0939565,4.25844,2.18641,4.02658,2.18641
12,1,0,1.19515,0.00483345,4.42112,2.23121,3.8639,2.23097
13,1,0,1.24605,0.0778073,4.64172,2.27253,3.6433,2.18965
14,1,0,1.27993,0.124696,4.90471,2.37378,3.38031,2.0884
15,1,0,1.29633,0.155723,5.19283,2.51399,3.09218,1.94819
16,1,0,1.29706,0.183083,5.48953,2.68339,2.79549,1.77879
17,1,0,1.28582,0.210659,5.78096,2.88026,2.50405,1.58192
18,1,0,1.26673,0.238465,6.05724,3.10483,2.22778,1.35735
19,1,0,1.24278,0.263672,6.31199,3.35589,1.97303,1.10629
20,1,0,1.21564,0.282419,6.5412,3.62894,1.74382,0.83324
21,1,0,1.18622,0.291508,6.74213,3.9159,1.54289,0.546276
22,1,0,1.15502,0.289463,6.91275,4.20639,1.37227,0.255791
23,1,0,1.12251,0.277034,7.05151,4.48964,1.2335,-0.0274581
24,1,0,1.0894,0.25649,7.15747,4.7564,1.12755,-0.29422
25,1,0,1.05665,0.230537,7.23049,4.99991,1.05453,-0.537733
26,1,0,1.0254,0.201606,7.27151,5.21598,1.01351,-0.753805
27,1,0,0.996739,0.171465,7.28295,5.40252,1.00244,-0.94034
28,1,0,0.971514,0.141171,7.29883,5.55884,1.01831,-1.09666
29,1,0,0.950257,0.111257,7.33794,5.68505,1.05742,-1.22287
30,1,0,0.933189,0.0820225,7.39622,5.78169,1.1157,-1.31951
31,1,0,0.920275,0.0537892,7.46948,5.8496,1.18897,-1.38742
32,1,0,0.911316,0.0270133,7.55369,5.89,1.27317,-1.42782
33,1,0,0.906022,0.00226522,7.64502,5.90464,1.3645,-1.44246
34,1,0,0.904069,-0.0198677,7.73997,5.91367,1.45946,-1.43366
35,1,0,0.905112,-0.0388952,7.83538,5.94305,1.55487,-1.40428
36,1,0,0.908791,-0.0545067,7.92843,5.98975,1.64792,-1.35757
37,1,0,0.914719,-0.0666024,8.01668,6.05031,1.73616,-1.29702
38,1,0,0.922479,-0.0752727,8.09808,6.12125,1.81756,-1.22608
39,1,0,0.931633,-0.080746,8.17102,6.19926,1.89051,-1.14807
40,1,0,0.941734,-0.083331,8.23434,6.28129,1.95382,-1.06603
41,1,0,0.95235,-0.0833688,8.2873,6.36464,2.00678,-0.982685
42,1,0,0.96308,-0.0812065,8.32958,6.44693,2.04907,-0.900397
43,1,0,0.973569,-0.0771863,8.36126,6.52613,2.08074,-0.821201
44,1,0,0.983523,-0.0716474,8.38271,6.60054,2.10219,-0.746784
45,1,0,0.992702,-0.0649279,8.3946,6.66883,2.11408,-0.678497
46,1,0,1.00093,-0.057366,8.39789,6.72998,2.11727,-0.61735
47,1,0,1.00806,-0.0492928,8.40238,6.78331,2.11277,-0.56402
48,1,0,1.01403,-0.041023,8.41343,6.82847,2.10173,-0.518862
49,1,0,1.0188,-0.032843,8.42985,6.8654,2.08531,-0.481929
50,1,0,1.02236,-0.0250008,8.45042,6.89432,2.06473,-0.453007
51,1,0,1.02476,-0.0176997,8.47398,6.91567,2.04117,-0.431657
52,1,0,1.02605,-0.0110965,8.49939,6.93007,2.01577,-0.417259
53,1,0,1.02635,-0.00530303,8.52559,6.93827,1.98957,-0.409059
54,1,0,1.02575,-0.000389657,8.55164,6.94112,1.96352,-0.406213
55,1,0,1.0244,0.0036098,8.57672,6.94276,1.93844,-0.407823
56,1,0,1.02242,0.00669341,8.60013,6.94792,1.91503,-0.412975
57,1,0,1.01996,0.00888685,8.62132,6.95571,1.89383,-0.420765
58,1,0,1.01716,0.0102394,8.63989,6.96527,1.87527,-0.430328
59,1,0,1.01414,0.0108202,8.65553,6.9758,1.85962,-0.440858
60,1,0,1.01103,0.010714,8.66812,6.98657,1.84704,-0.451625
61,1,0,1.00793,0.0100171,8.6776,6.99693,1.83756,-0.46199
62,1,0,1.00494,0.00883332,8.68403,7.00636,1.83112,-0.471415
63,1,0,1.00215,0.00726909,8.68758,7.01441,1.82758,-0.479467
64,1,0,0.999612,0.00542998,8.68852,7.02076,1.8267,-0.485816
65,1,0,0.99738,0.00341713,8.69002,7.02518,1.8282,-0.49024
66,1,0,0.995486,0.00132448,8.69359,7.02755,1.83177,-0.492611
67,1,0,0.993949,-0.00076332,8.69887,7.02811,1.83705,-0.492891
68,1,0,0.992775,-0.00277238,8.70551,7.02988,1.84369,-0.491123
69,1,0,0.991957,-0.0046405,8.71315,7.03359,1.85132,-0.487417
70,1,0,0.991478,-0.00631761,8.72143,7.03906,1.8596,-0.481938
71,1,0,0.991312,-0.0077658,8.73003,7.04611,1.86821,-0.474896
72,1,0,0.991428,-0.00895909,8.73866,7.05447,1.87684,-0.466534
73,1,0,0.991787,-0.00988274,8.74706,7.06389,1.88523,-0.457113
74,1,0,0.992351,-0.0105324,8.75499,7.0741,1.89316,-0.446905
75,1,0,0.993077,-0.0109132,8.76227,7.08482,1.90045,-0.436182
76,1,0,0.993924,-0.011038,8.76877,7.0958,1.90695,-0.425207
77,1,0,0.994851,-0.0109267,8.77439,7.10678,1.91256,-0.414224
78,1,0,0.99582,-0.0106042,8.77905,7.11754,1.91723,-0.403459
79,1,0,0.996797,-0.0100992,8.78274,7.12789,1.92092,-0.393107
80,1,0,0.997751,-0.00944305,8.78547,7.13767,1.92364,-0.383336
81,1,0,0.998655,-0.00866811,8.78727,7.14672,1.92544,-0.374281
82,1,0,0.999487,-0.00780683,8.78819,7.15496,1.92637,-0.366043
83,1,0,1.00023,-0.00689064,8.78841,7.16231,1.92651,-0.358694
84,1,0,1.00088,-0.00594915,8.78896,7.16873,1.92596,-0.352274
85,1,0,1.00141,-0.00500944,8.7901,7.17421,1.92481,-0.346795
86,1,0,1.00184,-0.0040955,8.79173,7.17876,1.92319,-0.342243
87,1,0,1.00215,-0.00322787,8.79372,7.18242,1.9212,-0.338581
88,1,0,1.00236,-0.00242342,8.79597,7.18525,1.91894,-0.335755
89,1,0,1.00247,-0.00169524,8.79839,7.18731,1.91653,-0.333696
90,1,0,1.00248,-0.00105271,8.80086,7.18868,1.91406,-0.332322
91,1,0,1.00242,-0.000501618,8.80331,7.18946,1.91161,-0.331545
92,1,0,1.00228,-4.44428e-5,8.80566,7.18973,1.90926,-0.331272
93,1,0,1.0021,0.000319343,8.80785,7.18987,1.90707,-0.331409
94,1,0,1.00186,0.00059291,8.80983,7.19033,1.90509,-0.331865
95,1,0,1.0016,0.000781645,8.81156,7.19102,1.90336,-0.332553
96,1,0,1.00132,0.00089273,8.81302,7.19185,1.9019,-0.33339
97,1,0,1.00103,0.000934706,8.81419,7.19277,1.90072,-0.334304
98,1,0,1.00074,0.000917057,8.81508,7.19369,1.89984,-0.335229
99,1,0,1.00047,0.000849805,8.81568,7.19458,1.89923,-0.336113
100,1,0,1.00021,0.000743152,8.81602,7.19537,1.8989,-0.336909
101,1,0,0.999974,0.000607133,8.81612,7.19605,1.8988,-0.337585
102,1,0,0.999769,0.000451351,8.81624,7.19658,1.89893,-0.338114
103,1,0,0.999595,0.000284725,8.81656,7.19695,1.89925,-0.338482
104,1,0,0.999454,0.000115304,8.81704,7.19715,1.89973,-0.338682
105,1,0,0.999346,-4.98607e-5,8.81764,7.19719,1.90033,-0.338715
106,1,0,0.999271,-0.000204822,8.81833,7.19732,1.90102,-0.338587
107,1,0,0.999227,-0.000344773,8.81908,7.1976,1.90177,-0.338312
108,1,0,0.999212,-0.000466038,8.81986,7.198,1.90255,-0.337907
109,1,0,0.999222,-0.000566072,8.82064,7.19852,1.90333,-0.337391
110,1,0,0.999255,-0.000643376,8.82141,7.19912,1.90409,-0.336786
111,1,0,0.999307,-0.000697409,8.82212,7.19979,1.90481,-0.336116
112,1,0,0.999373,-0.000728505,8.82278,7.20051,1.90547,-0.335403
113,1,0,0.99945,-0.000737731,8.82337,7.20124,1.90606,-0.33467
114,1,0,0.999534,-0.00072677,8.82388,7.20197,1.90657,-0.333938
115,1,0,0.999622,-0.000697781,8.8243,7.20268,1.90699,-0.333225
116,1,0,0.99971,-0.000653283,8.82464,7.20336,1.90733,-0.33255
117,1,0,0.999796,-0.00059602,8.82489,7.20398,1.90757,-0.331925
118,1,0,0.999878,-0.000528846,8.82505,7.20455,1.90774,-0.331363
119,1,0,0.999953,-0.000454634,8.82513,7.20504,1.90782,-0.330871
120,1,0,1.00002,-0.000376155,8.82515,7.20545,1.90783,-0.330455
121,1,0,1.00008,-0.000296025,8.8252,7.20579,1.90779,-0.330119
122,1,0,1.00013,-0.000216626,8.8253,7.20604,1.90768,-0.329863
123,1,0,1.00016,-0.000140062,8.82545,7.20622,1.90754,-0.329685
124,1,0,1.00019,-6.81289e-5,8.82562,7.20633,1.90736,-0.329581
125,1,0,1.00021,-2.28563e-6,8.82582,7.20636,1.90716,-0.329545
126,1,0,1.00022,5.63462e-5,8.82604,7.20639,1.90695,-0.329572
127,1,0,1.00022,0.000106982,8.82626,7.20647,1.90673,-0.329654
128,1,0,1.00021,0.000149156,8.82647,7.2066,1.90652,-0.329782
129,1,0,1.0002,0.000182706,8.82668,7.20677,1.90631,-0.329948
130,1,0,1.00018,0.000207734,8.82687,7.20696,1.90612,-0.330143
131,1,0,1.00016,0.000224574,8.82704,7.20718,1.90595,-0.330359
132,1,0,1.00014,0.000233767,8.82718,7.20741,1.9058,-0.330589
133,1,0,1.00011,0.000236,8.82731,7.20764,1.90568,-0.330824
134,1,0,1.00008,0.000232087,8.8274,7.20787,1.90559,-0.331058
135,1,0,1.00006,0.000222922,8.82747,7.2081,1.90552,-0.331285
136,1,0,1.00003,0.000209437,8.82751,7.20832,1.90547,-0.331501
137,1,0,1.00001,0.000192582,8.82753,7.20852,1.90545,-0.331702
138,1,0,0.999986,0.000173287,8.82754,7.2087,1.90546,-0.331885
139,1,0,0.999968,0.000152438,8.82756,7.20887,1.90548,-0.332048
140,1,0,0.999952,0.000130855,8.8276,7.20901,1.90552,-0.33219
141,1,0,0.999939,0.000109278,8.82766,7.20913,1.90557,-0.33231
142,1,0,0.99993,8.83477e-5,8.82772,7.20923,1.90564,-0.332409
143,1,0,0.999923,6.86071e-5,8.8278,7.2093,1.90571,-0.332487
144,1,0,0.99992,5.04915e-5,8.82787,7.20936,1.90579,-0.332547
145,1,0,0.999919,3.43261e-5,8.82795,7.20941,1.90587,-0.332589
146,1,0,0.99992,2.03417e-5,8.82804,7.20943,1.90595,-0.332616
147,1,0,0.999923,8.66301e-6,8.82811,7.20945,1.90603,-0.332631
148,1,0,0.999928,-6.68027e-7,8.82819,7.20945,1.9061,-0.332635
149,1,0,0.999935,-7.69223e-6,8.82826,7.20946,1.90617,-0.332631
150,1,0,0.999942,-1.2517e-5,8.82832,7.20947,1.90623,-0.332621
151,1,0,0.99995,-1.53036e-5,8.82837,7.20948,1.90629,-0.332607
152,1,0,0.999958,-1.6256e-5,8.82842,7.2095,1.90633,-0.332591
153,1,0,0.999967,-1.56131e-5,8.82846,7.20951,1.90637,-0.332575
154,1,0,0.999975,-1.36295e-5,8.82849,7.20953,1.9064,-0.33256
155,1,0,0.999982,-1.05736e-5,8.82851,7.20954,1.90642,-0.332548
156,1,0,0.999989,-6.71621e-6,8.82852,7.20955,1.90644,-0.33254
157,1,0,0.999996,-2.31625e-6,8.82853,7.20955,1.90644,-0.332535
158,1,0,1,2.3803e-6,8.82853,7.20955,1.90645,-0.332535
159,1,0,1.00001,7.15119e-6,8.82853,7.20956,1.90644,-0.33254
160,1,0,1.00001,1.17984e-5,8.82854,7.20957,1.90644,-0.332549
161,1,0,1.00001,1.6155e-5,8.82855,7.20958,1.90643,-0.332563
162,1,0,1.00001,2.00824e-5,8.82856,7.2096,1.90641,-0.332581
163,1,0,1.00001,2.34742e-5,8.82858,7.20962,1.9064,-0.332603
164,1,0,1.00001,2.62555e-5,8.82859,7.20965,1.90638,-0.332628
165,1,0,1.00001,2.83802e-5,8.82861,7.20967,1.90637,-0.332655
166,1,0,1.00001,2.98278e-5,8.82862,7.2097,1.90636,-0.332685
167,1,0,1.00001,3.06037e-5,8.82863,7.20973,1.90634,-0.332715
168,1,0,1.00001,3.0735e-5,8.82864,7.20976,1.90633,-0.332745
169,1,0,1.00001,3.02678e-5,8.82865,7.20979,1.90632,-0.332776
170,1,0,1.00001,2.92604e-5,8.82866,7.20982,1.90632,-0.332806
171,1,0,1,2.77836e-5,8.82866,7.20985,1.90631,-0.332834
172,1,0,1,2.59148e-5,8.82867,7.20988,1.90631,-0.332861
173,1,0,0.999999,2.37337e-5,8.82867,7.2099,1.90631,-0.332886
174,1,0,0.999997,2.13237e-5,8.82867,7.20993,1.90631,-0.332908
175,1,0,0.999995,1.87651e-5,8.82867,7.20995,1.90632,-0.332928
176,1,0,0.999994,1.61368e-5,8.82868,7.20996,1.90632,-0.332946
177,1,0,0.999992,1.3508e-5,8.82869,7.20998,1.90633,-0.332961
178,1,0,0.999991,1.09431e-5,8.82869,7.20999,1.90634,-0.332973
179,1,0,0.999991,8.49696e-6,8.8287,7.21,1.90635,-0.332983
180,1,0,0.99999,6.21247e-6,8.82871,7.21001,1.90636,-0.33299
181,1,0,0.99999,4.12807e-6,8.82872,7.21001,1.90637,-0.332995
182,1,0,0.99999,2.26809e-6,8.82873,7.21002,1.90638,-0.332998
183,1,0,0.99999,6.50197e-7,8.82874,7.21002,1.90639,-0.333
184,1,0,0.999991,-7.16762e-7,8.82875,7.21002,1.90639,-0.333
185,1,0,0.999991,-1.83342e-6,8.82876,7.21002,1.9064,-0.332999
186,1,0,0.999992,-2.70484e-6,8.82877,7.21002,1.90641,-0.332996
187,1,0,0.999993,-3.34432e-6,8.82878,7.21002,1.90642,-0.332993
188,1,0,0.999993,-3.76884e-6,8.82878,7.21003,1.90643,-0.33299
189,1,0,0.999994,-3.99937e-6,8.82879,7.21003,1.90643,-0.332986
190,1,0,0.999995,-4.06153e-6,8.8288,7.21004,1.90644,-0.332982
191,1,0,0.999996,-3.98012e-6,8.8288,7.21004,1.90644,-0.332978
192,1,0,0.999997,-3.78234e-6,8.8288,7.21004,1.90645,-0.332974
193,1,0,0.999997,-3.49459e-6,8.82881,7.21005,1.90645,-0.33297
194,1,0,0.999998,-3.14136e-6,8.82881,7.21005,1.90645,-0.332967
195,1,0,0.999999,-2.7464e-6,8.82881,7.21005,1.90645,-0.332964
196,1,0,0.999999,-2.3323e-6,8.82881,7.21006,1.90645,-0.332961
197,1,0,1,-1.91711e-6,8.82881,7.21006,1.90645,-0.332959
198,1,0,1,-1.51785e-6,8.82881,7.21006,1.90646,-0.332958
199,1,0,1,-1.14881e-6,8.82881,7.21006,1.90646,-0.332956
200,1,0,1,-8.19773e-7,8.82881,7.21006,1.90646,-0.332955
201,1,0,1,-5.39164e-7,8.82881,7.21006,1.90645,-0.332955
202,1,0,1,-3.11933e-7,8.82881,7.21006,1.90645,-0.332954
203,1,0,1,-1.40252e-7,8.82881,7.21006,1.90645,-0.332954
204,1,0,1,-2.44494e-8,8.82881,7.21006,1.90645,-0.332954
205,1,0,1,3.707e-8,8.82881,7.21006,1.90645,-0.332954
206,1,0,1,4.83345e-8,8.82881,7.21006,1.90645,-0.332954
207,1,0,1,1.38387e-8,8.82881,7.21006,1.90645,-0.332954
208,1,0,1,-6.04015e-8,8.82881,7.21006,1.90645,-0.332954
209,1,0,0.999999,-1.67657e-7,8.82882,7.21006,1.90646,-0.332954
210,1,0,0.999999,-3.01603e-7,8.82882,7.21006,1.90646,-0.332954
211,1,0,0.999999,-4.54429e-7,8.82882,7.21007,1.90646,-0.332953
212,1,0,0.999999,-6.18935e-7,8.82882,7.21007,1.90646,-0.332953
213,1,0,0.999999,-7.88257e-7,8.82882,7.21007,1.90646,-0.332952
214,1,0,0.999999,-9.56487e-7,8.82882,7.21007,1.90646,-0.332951
215,1,0,0.999999,-1.11829e-6,8.82882,7.21007,1.90646,-0.33295
216,1,0,0.999999,-1.26944e-6,8.82882,7.21007,1.90646,-0.332949
217,1,0,0.999999,-1.40621e-6,8.82882,7.21007,1.90646,-0.332947
218,1,0,0.999999,-1.52507e-6,8.82883,7.21007,1.90647,-0.332946
219,1,0,0.999999,-1.62389e-6,8.82883,7.21007,1.90647,-0.332944
220,1,0,0.999999,-1.70146e-6,8.82883,7.21008,1.90647,-0.332943
221,1,0,0.999999,-1.75659e-6,8.82883,7.21008,1.90647,-0.332941
222,1,0,0.999999,-1.79005e-6,8.82883,7.21008,1.90647,-0.332939
223,1,0,0.999999,-1.80216e-6,8.82883,7.21008,1.90647,-0.332937
224,1,0,0.999999,-1.79488e-6,8.82883,7.21008,1.90647,-0.332936
225,1,0,0.999999,-1.76986e-6,8.82883,7.21008,1.90647,-0.332934
226,1,0,0.999999,-1.72898e-6,8.82884,7.21009,1.90648,-0.332932
227,1,0,0.999999,-1.67478e-6,8.82884,7.21009,1.90648,-0.33293
228,1,0,0.999999,-1.60923e-6,8.82884,7.21009,1.90648,-0.332929
229,1,0,0.999999,-1.53459e-6,8.82884,7.21009,1.90648,-0.332927
230,1,0,0.999999,-1.45308e-6,8.82884,7.21009,1.90648,-0.332926
231,1,0,1,-1.36726e-6,8.82884,7.21009,1.90648,-0.332924
232,1,0,1,-1.27946e-6,8.82884,7.2101,1.90648,-0.332923
233,1,0,1,-1.19231e-6,8.82884,7.2101,1.90648,-0.332922
234,1,0,1,-1.10713e-6,8.82884,7.2101,1.90648,-0.332921
235,1,0,1,-1.02534e-6,8.82884,7.2101,1.90648,-0.33292
236,1,0,1,-9.48417e-7,8.82884,7.2101,1.90648,-0.332919
237,1,0,1,-8.7654e-7,8.82884,7.2101,1.90648,-0.332918
238,1,0,1,-8.10901e-7,8.82884,7.2101,1.90648,-0.332917
239,1,0,1,-7.51574e-7,8.82884,7.2101,1.90648,-0.332916
240,1,0,1,-6.99268e-7,8.82884,7.2101,1.90648,-0.332915
241,1,0,1,-6.53429e-7,8.82884,7.2101,1.90648,-0.332915
242,1,0,1,-6.13614e-7,8.82884,7.2101,1.90648,-0.332914
243,1,0,1,-5.80098e-7,8.82884,7.2101,1.90648,-0.332913
244,1,0,1,-5.51632e-7,8.82884,7.21011,1.90648,-0.332913
245,1,0,1,-5.28764e-7,8.82884,7.21011,1.90648,-0.332912
246,1,0,1,-5.10651e-7,8.82884,7.21011,1.90648,-0.332912
247,1,0,1,-4.96345e-7,8.82884,7.21011,1.90648,-0.332911
248,1,0,1,-4.84989e-7,8.82884,7.21011,1.90648,-0.332911
249,1,0,1,-4.75635e-7,8.82884,7.21011,1.90648,-0.33291
250,1,0,1,-4.67634e-7,8.82884,7.21011,1.90648,-0.33291
251,1,0,1,-4.60566e-7,8.82884,7.21011,1.90648,-0.332909
252,1,0,1,-4.5381e-7,8.82884,7.21011,1.90648,-0.332909
253,1,0,1,-4.47552e-7,8.82884,7.21011,1.90648,-0.332908
254,1,0,1,-4.40616e-7,8.82884,7.21011,1.90648,-0.332908
255,1,0,1,-4.32855e-7,8.82884,7.21011,1.90648,-0.332908
256,1,0,1,-4.2449e-7,8.82884,7.21011,1.90648,-0.332907
257,1,0,1,-4.1513e-7,8.82884,7.21011,1.90648,-0.332907
258,1,0,1,-4.05083e-7,8.82884,7.21011,1.90648,-0.332906
259,1,0,1,-3.93864e-7,8.82884,7.21011,1.90648,-0.332906
260,1,0,1,-3.81526e-7,8.82884,7.21011,1.90648,-0.332906
261,1,0,1,-3.67863e-7,8.82884,7.21011,1.90649,-0.332905
262,1,0,1,-3.53596e-7,8.82885,7.21011,1.90649,-0.332905
263,1,0,1,-3.38209e-7,8.82885,7.21011,1.90649,-0.332904
264,1,0,1,-3.22033e-7,8.82885,7.21011,1.90649,-0.332904
265,1,0,1,-3.06048e-7,8.82885,7.21011,1.90649,-0.332904
266,1,0,1,-2.89142e-7,8.82885,7.21011,1.90649,-0.332904
267,1,0,1,-2.72584e-7,8.82885,7.21011,1.90649,-0.332903
268,1,0,1,-2.56383e-7,8.82885,7.21012,1.90649,-0.332903
269,1,0,1,-2.39937e-7,8.82885,7.21012,1.90649,-0.332903
270,1,0,1,-2.24306e-7,8.82885,7.21012,1.90649,-0.332902
271,1,0,1,-2.09307e-7,8.82885,7.21012,1.90649,-0.332902
272,1,0,1,-1.95156e-7,8.82885,7.21012,1.90649,-0.332902
273,1,0,1,-1.822e-7,8.82885,7.21012,1.90649,-0.332902
274,1,0,1,-1.70302e-7,8.82885,7.21012,1.90649,-0.332902
275,1,0,1,-1.59516e-7,8.82885,7.21012,1.90649,-0.332902
276,1,0,1,-1.49384e-7,8.82885,7.21012,1.90649,-0.332901
277,1,0,1,-1.39781e-7,8.82885,7.21012,1.90649,-0.332901
278,1,0,1,-1.3061e-7,8.82885,7.21012,1.90649,-0.332901
279,1,0,1,-1.21973e-7,8.82885,7.21012,1.90649,-0.332901
280,1,0,1,-1.14646e-7,8.82885,7.21012,1.90649,-0.332901
281,1,0,1,-1.0839e-7,8.82885,7.21012,1.90649,-0.332901
282,1,0,1,-1.03156e-7,8.82885,7.21012,1.90649,-0.332901
283,1,0,1,-9.86474e-8,8.82885,7.21012,1.90649,-0.332901
284,1,0,1,-9.43043e-8,8.82885,7.21012,1.90649,-0.3329
285,1,0,1,-9.02826e-8,8.82885,7.21012,1.90649,-0.3329
286,1,0,1,-8.63539e-8,8.82885,7.21012,1.90649,-0.3329
287,1,0,1,-8.26525e-8,8.82885,7.21012,1.90649,-0.3329
288,1,0,1,-7.96623e-8,8.82885,7.21012,1.90649,-0.3329
289,1,0,1,-7.67499e-8,8.82885,7.21012,1.90649,-0.3329
290,1,0,1,-7.41723e-8,8.82885,7.21012,1.90649,-0.3329
291,1,0,1,-7.16022e-8,8.82885,7.21012,1.90649,-0.3329
292,1,0,1,-6.87679e-8,8.82885,7.21012,1.90649,-0.3329
293,1,0,1,-6.62464e-8,8.82885,7.21012,1.90649,-0.3329
294,1,0,1,-6.37798e-8,8.82885,7.21012,1.90649,-0.3329
295,1,0,1,-6.16445e-8,8.82885,7.21012,1.90649,-0.3329
296,1,0,1,-5.95524e-8,8.82885,7.21012,1.90649,-0.3329
297,1,0,1,-5.71362e-8,8.82885,7.21012,1.90649,-0.3329
298,1,0,1,-5.48406e-8,8.82885,7.21012,1.90649,-0.332899
299,1,0,1,-5.20103e-8,8.82885,7.21012,1.90649,-0.332899
300,1,0,1,-4.94575e-8,8.82885,7.21012,1.90649,-0.332899
301,1,0,1,-4.68972e-8,8.82885,7.21012,1.90649,-0.332899
302,1,0,1,-4.44581e-8,8.82885,7.21012,1.90649,-0.332899
303,1,0,1,-4.2408e-8,8.82885,7.21012,1.90649,-0.332899
304,1,0,1,-4.01592e-8,8.82885,7.21012,1.90649,-0.332899
305,1,0,1,-3.81404e-8,8.82885,7.21012,1.90649,-0.332899
306,1,0,1,-3.61191e-8,8.82885,7.21012,1.90649,-0.332899
307,1,0,1,-3.39186e-8,8.82885,7.21012,1.90649,-0.332899
308,1,0,1,-3.22708e-8,8.82885,7.21012,1.90649,-0.332899
309,1,0,1,-3.05484e-8,8.82885,7.21012,1.90649,-0.332899
310,1,0,1,-2.86627e-8,8.82885,7.21012,1.90649,-0.332899
311,1,0,1,-2.6999e-8,8.82885,7.21012,1.90649,-0.332899
312,1,0,1,-2.50753e-8,8.82885,7.21012,1.90649,-0.332899
313,1,0,1,-2.34662e-8,8.82885,7.21012,1.90649,-0.332899
314,1,0,1,-2.2186e-8,8.82885,7.21012,1.90649,-0.332899
315,1,0,1,-2.1053e-8,8.82885,7.21012,1.90649,-0.332899
316,1,0,1,-2.00851e-8,8.82885,7.21012,1.90649,-0.332899
317,1,0,1,-1.92177e-8,8.82885,7.21012,1.90649,-0.332899
318,1,0,1,-1.83907e-8,8.82885,7.21012,1.90649,-0.332899
319,1,0,1,-1.75914e-8,8.82885,7.21012,1.90649,-0.332899
320,1,0,1,-1.6795e-8,8.82885,7.21012,1.90649,-0.332899
321,1,0,1,-1.60858e-8,8.82885,7.21012,1.90649,-0.332899
322,1,0,1,-1.55281e-8,8.82885,7.21012,1.90649,-0.332899
323,1,0,1,-1.49558e-8,8.82885,7.21012,1.90649,-0.332899
324,1,0,1,-1.45026e-8,8.82885,7.21012,1.90649,-0.332899
325,1,0,1,-1.39389e-8,8.82885,7.21012,1.90649,-0.332899
326,1,0,1,-1.33588e-8,8.82885,7.21012,1.90649,-0.332899
327,1,0,1,-1.30228e-8,8.82885,7.21012,1.90649,-0.332899
328,1,0,1,-1.25076e-8,8.82885,7.21012,1.90649,-0.332899
329,1,0,1,-1.20737e-8,8.82885,7.21012,1.90649,-0.332899
330,1,0,1,-1.16221e-8,8.82885,7.21012,1.90649,-0.332899
331,1,0,1,-1.09815e-8,8.82885,7.21012,1.90649,-0.332899
332,1,0,1,-1.06094e-8,8.82885,7.21012,1.90649,-0.332899
333,1,0,1,-1.02056e-8,8.82885,7.21012,1.90649,-0.332899
334,1,0,1,-9.8253e-9,8.82885,7.21012,1.90649,-0.332899
335,1,0,1,-9.5711e-9,8.82885,7.21012,1.90649,-0.332899
336,1,0,1,-9.22451e-9,8.82885,7.21012,1.90649,-0.332899
337,1,0,1,-8.93792e-9,8.82885,7.21012,1.90649,-0.332899
338,1,0,1,-8.60365e-9,8.82885,7.21012,1.90649,-0.332899
339,1,0,1,-8.11435e-9,8.82885,7.21012,1.90649,-0.332899
340,1,0,1,-7.7534e-9,8.82885,7.21012,1.90649,-0.332899
341,1,0,1,-7.34676e-9,8.82885,7.21012,1.90649,-0.332899
342,1,0,1,-7.02865e-9,8.82885,7.21012,1.90649,-0.332898
343,1,0,1,-6.85843e-9,8.82885,7.21012,1.90649,-0.332898
344,1,0,1,-6.48369e-9,8.82885,7.21012,1.90649,-0.332898
345,1,0,1,-6.26716e-9,8.82885,7.21012,1.90649,-0.332898
346,1,0,1,-5.99921e-9,8.82885,7.21012,1.90649,-0.332898
347,1,0,1,-5.6426e-9,8.82885,7.21012,1.90649,-0.332898
348,1,0,1,-5.38083e-9,8.82885,7.21012,1.90649,-0.332898
349,1,0,1,-5.10409e-9,8.82885,7.21012,1.90649,-0.332898
350,1,0,1,-4.93451e-9,8.82885,7.21012,1.90649,-0.332898
351,1,0,1,-4.71718e-9,8.82885,7.21012,1.90649,-0.332898
352,1,0,1,-4.57184e-9,8.82885,7.21012,1.90649,-0.332898
353,1,0,1,-4.39372e-9,8.82885,7.21012,1.90649,-0.332898
354,1,0,1,-4.23206e-9,8.82885,7.21012,1.90649,-0.332898
355,1,0,1,-4.10852e-9,8.82885,7.21012,1.90649,-0.332898
356,1,0,1,-3.99254e-9,8.82885,7.21012,1.90649,-0.332898
357,1,0,1,-3.87759e-9,8.82885,7.21012,1.90649,-0.332898
358,1,0,1,-3.76501e-9,8.82885,7.21012,1.90649,-0.332898
359,1,0,1,-3.65839e-9,8.82885,7.21012,1.90649,-0.332898
360,1,0,1,-3.49872e-9,8.82885,7.21012,1.90649,-0.332898
361,1,0,1,-3.36999e-9,8.82885,7.21012,1.90649,-0.332898
