"time","y_11.y","y_22.y","u_11.y","u_22.y","IAE_1.y","IAE_2.y","IE_1.y","IE_2.y"
998,1,1,0.00404597,-0.0501699,7.58097,24.3744,1.80864,5.5177
999,1,1,0.00404597,-0.0501699,7.58097,24.3744,1.80864,5.5177
1000,1,1,0.00404597,-0.0501699,7.58097,24.3744,1.80864,5.5177
1001,1,1,0.00404597,-0.0501699,7.58097,24.3744,1.80864,5.5177
1002,1,1,0.00404597,-0.0501699,7.58097,24.3744,1.80864,5.5177
1003,1,1,0.00404597,-0.0501699,7.58097,24.3744,1.80864,5.5177
1004,1,1,0.00404597,-0.0501699,7.58097,24.3744,1.80864,5.5177
1005,1,1,0.00404597,-0.0501699,7.58097,24.3744,1.80864,5.5177
1006,1,1,0.00404597,-0.0501699,7.58097,24.3744,1.80864,5.5177
1007,1,1,0.00404597,-0.0501699,7.58097,24.3744,1.80864,5.5177
1008,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1009,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1010,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1011,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1012,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1013,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1014,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1015,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1016,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1017,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1018,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1019,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1020,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1021,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1022,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1023,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1024,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1025,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1026,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1027,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1028,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1029,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1030,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1031,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1032,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1033,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1034,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1035,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1036,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1037,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1038,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1039,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1040,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1041,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1042,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1043,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1044,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1045,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1046,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1047,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1048,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1049,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1050,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1051,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1052,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1053,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1054,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1055,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1056,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1057,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1058,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1059,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1060,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1061,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1062,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1063,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1064,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1065,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1066,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1067,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1068,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1069,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1070,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1071,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1072,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1073,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1074,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1075,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1076,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1077,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1078,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1079,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1080,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1081,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1082,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1083,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1084,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1085,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1086,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1087,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1088,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1089,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1090,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1091,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1092,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1093,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1094,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1095,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1096,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1097,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1098,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1099,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1100,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1101,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1102,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1103,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1104,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1105,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1106,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1107,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1108,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1109,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1110,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1111,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1112,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1113,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1114,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1115,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1116,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1117,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1118,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1119,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1120,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1121,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1122,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1123,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1124,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1125,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1126,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1127,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1128,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1129,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1130,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1131,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1132,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1133,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1134,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1135,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1136,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1137,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1138,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1139,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1140,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1141,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1142,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1143,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1144,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1145,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1146,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1147,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1148,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1149,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1150,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1151,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1152,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1153,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1154,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1155,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1156,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1157,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1158,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1159,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1160,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1161,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1162,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1163,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1164,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1165,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1166,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1167,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1168,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1169,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1170,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1171,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1172,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1173,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1174,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1175,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1176,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1177,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1178,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1179,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1180,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1181,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1182,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1183,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1184,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1185,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1186,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1187,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1188,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1189,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1190,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1191,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1192,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1193,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1194,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1195,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1196,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1197,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1198,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1199,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1200,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1200,1,1,0.00404596,-0.0501699,7.58097,24.3744,1.80864,5.5177
1200,1,1,-0.642868,-0.0501699,7.58097,24.3744,1.80864,5.5177
1201,1,1,-0.726966,-0.0501699,8.58097,24.3744,0.808637,5.5177
1202,0.48712,1,-0.457927,-0.0501699,9.32711,24.3744,0.0624951,5.5177
1203,0.0702017,1,-0.211652,-0.0501699,9.60577,24.3744,-0.216166,5.5177
1204,-0.129099,1,-0.0802451,-0.0501699,9.65995,24.3744,-0.186717,5.5177
1205,-0.175615,1,-0.03734,-0.412297,9.8123,24.3744,-0.0343601,5.5177
1206,-0.154119,1,-0.0373814,-0.262287,9.97717,24.3744,0.130507,5.5177
1207,-0.117731,1,-0.0494895,-0.131043,10.1131,24.3744,0.266432,5.5177
1208,0.0724553,0.839405,-0.17062,-0.0830667,10.1633,24.4547,0.28907,5.59799
1209,0.295716,0.883971,-0.330532,-0.0607955,10.3474,24.593,0.104984,5.73631
1210,0.280791,0.899421,-0.366009,-0.0635628,10.6357,24.7013,-0.183269,5.84461
1211,0.115859,0.909905,-0.274503,-0.072436,10.834,24.7966,-0.381594,5.93995
1212,-0.0491611,0.925493,-0.171658,-0.135046,10.882,24.8789,-0.414943,6.02225
1213,-0.140845,0.93916,-0.105691,-0.214505,10.977,24.9466,-0.31994,6.08992
1214,-0.159195,0.955027,-0.081594,-0.216906,11.127,24.9995,-0.16992,6.14283
1215,-0.111239,0.977532,-0.101467,-0.165596,11.2622,25.0332,-0.0347024,6.17655
1216,-0.00155453,1.0098,-0.167249,-0.107985,11.3186,25.0425,0.0216946,6.18288
1217,0.106739,1.03737,-0.240008,-0.0711834,11.3712,25.0661,-0.0308975,6.1593
1218,0.136854,1.04975,-0.266138,-0.0586214,11.493,25.1097,-0.152694,6.11574
1219,0.0813661,1.04882,-0.235569,-0.0699878,11.6022,25.159,-0.261804,6.06645
1220,-0.0104689,1.03644,-0.176528,-0.105592,11.6388,25.2016,-0.297252,6.02382
1221,-0.0854104,1.01882,-0.122801,-0.144684,11.6867,25.2292,-0.249313,5.99619
1222,-0.114753,1.00226,-0.0957023,-0.159842,11.7868,25.2398,-0.149231,5.98565
1223,-0.0917791,0.992074,-0.103195,-0.145606,11.8901,25.2431,-0.045965,5.98848
1224,-0.0299218,0.990909,-0.139742,-0.116247,11.9509,25.2516,0.0148855,5.99698
1225,0.0361455,0.996902,-0.184008,-0.0893187,11.9676,25.2577,0.0117737,6.00308
1226,0.0692106,1.00528,-0.210193,-0.0757327,12.0203,25.2599,-0.0409044,6.00199
1227,0.0554145,1.0116,-0.205973,-0.0796111,12.0826,25.2684,-0.103217,5.99355
1228,0.00972208,1.01401,-0.178147,-0.0980256,12.1152,25.2812,-0.135785,5.98075
1229,-0.0392078,1.01319,-0.14429,-0.120006,12.1318,25.2948,-0.121042,5.96715
1230,-0.066739,1.01124,-0.121399,-0.132529,12.1848,25.307,-0.068069,5.95494
1231,-0.061876,1.01054,-0.118868,-0.12957,12.2491,25.3179,-0.00376151,5.94405
1232,-0.0300895,1.01235,-0.135464,-0.114832,12.2951,25.3293,0.0422213,5.93261
1233,0.00992304,1.01605,-0.16029,-0.0974083,12.3076,25.3435,0.0523045,5.91841
1234,0.0366431,1.0197,-0.179016,-0.0859816,12.3309,25.3614,0.0290214,5.90054
1235,0.0380619,1.02132,-0.182261,-0.0852224,12.3683,25.3819,-0.00833106,5.88003
1236,0.0172189,1.02008,-0.170197,-0.0942845,12.3959,25.4026,-0.0359714,5.85933
1237,-0.0118145,1.01658,-0.150903,-0.107405,12.4034,25.4209,-0.0386736,5.84099
1238,-0.0329462,1.01247,-0.13494,-0.117175,12.4258,25.4355,-0.0162932,5.82647
1239,-0.0361972,1.00955,-0.129845,-0.118832,12.4604,25.4465,0.0182785,5.81546
1240,-0.0217336,1.00891,-0.136856,-0.112561,12.4893,25.4557,0.0472439,5.80623
1241,0.00126985,1.01046,-0.150922,-0.102597,12.4996,25.4654,0.0574758,5.79654
1242,0.0202247,1.01305,-0.163915,-0.0944032,12.5104,25.4771,0.0467285,5.78479
1243,0.026111,1.01523,-0.169231,-0.0918351,12.5336,25.4913,0.0235607,5.77065
1244,0.0177973,1.01594,-0.16508,-0.0954745,12.5555,25.5069,0.00160645,5.75506
1245,0.00156984,1.01502,-0.154764,-0.102679,12.5652,25.5224,-0.00807712,5.73958
1246,-0.013109,1.01311,-0.144281,-0.109265,12.5711,25.5364,-0.00230752,5.72551
1247,-0.0187986,1.01122,-0.13895,-0.111874,12.5871,25.5486,0.0136463,5.71334
1248,-0.0135613,1.01016,-0.140823,-0.109644,12.6033,25.5593,0.0298263,5.70265
1249,-0.00128514,1.01017,-0.148035,-0.104314,12.6107,25.5694,0.0372495,5.69249
1250,0.0109836,1.01086,-0.156217,-0.0989806,12.6157,25.58,0.0324003,5.68197
1251,0.0170469,1.01152,-0.161044,-0.0963503,12.6297,25.5912,0.018385,5.67078
1252,0.0146517,1.01151,-0.160464,-0.0974283,12.6455,25.6027,0.00253569,5.65927
1253,0.00614839,1.01064,-0.155461,-0.101209,12.6559,25.6137,-0.00786435,5.6482
1254,-0.00330451,1.00916,-0.149157,-0.105423,12.6585,25.6236,-0.00928628,5.6383
1255,-0.00872686,1.00765,-0.144949,-0.107859,12.6645,25.632,-0.0032706,5.62989
1256,-0.00782672,1.00662,-0.144741,-0.107493,12.6728,25.6392,0.00500619,5.62276
1257,-0.00183595,1.00629,-0.148161,-0.104867,12.6776,25.6456,0.00983753,5.6163
1258,0.00555091,1.00653,-0.153025,-0.101608,12.68,25.652,0.00798005,5.60989
1259,0.0103727,1.00691,-0.156679,-0.0994622,12.6879,25.6588,1.82311e-5,5.60318
1260,0.0104676,1.007,-0.157417,-0.0993895,12.6983,25.6657,-0.0104019,5.59622
1261,0.00635635,1.00658,-0.15524,-0.101174,12.7067,25.6725,-0.0188139,5.58943
1262,0.000639519,1.0057,-0.151639,-0.103677,12.7102,25.6786,-0.0223118,5.58329
1263,-0.00359199,1.00466,-0.148644,-0.105533,12.7118,25.6838,-0.0208356,5.57811
1264,-0.00439544,1.00379,-0.147726,-0.10588,12.7158,25.688,-0.0168418,5.57389
1265,-0.00182522,1.0033,-0.14911,-0.104736,12.7189,25.6916,-0.0137315,5.57035
1266,0.00234292,1.00318,-0.151817,-0.10288,12.72,25.6948,-0.0139904,5.56711
1267,0.0057344,1.00326,-0.154312,-0.101358,12.724,25.6981,-0.018029,5.56388
1268,0.00666614,1.00327,-0.155363,-0.100915,12.7302,25.7013,-0.0242293,5.56062
1269,0.00492222,1.00304,-0.154626,-0.101652,12.736,25.7045,-0.0300235,5.55746
1270,0.00168135,1.00255,-0.152718,-0.103054,12.7393,25.7073,-0.0333253,5.55466
1271,-0.00125959,1.00192,-0.150776,-0.10433,12.7401,25.7095,-0.0335361,5.55242
1272,-0.00248079,1.00135,-0.149811,-0.10485,12.7419,25.7111,-0.0316659,5.55079
1273,-0.0016181,1.00099,-0.15021,-0.104451,12.744,25.7123,-0.0296165,5.54962
1274,0.000582376,1.00086,-0.151612,-0.10346,12.7447,25.7132,-0.0290986,5.54869
1275,0.00278419,1.00089,-0.153189,-0.102465,12.7463,25.7141,-0.0307819,5.54781
1276,0.00381785,1.00094,-0.154125,-0.101983,12.7496,25.715,-0.0340829,5.5469
1277,0.00325845,1.00086,-0.154034,-0.102204,12.7532,25.7159,-0.0376211,5.546
1278,0.00155028,1.00063,-0.153102,-0.102936,12.7556,25.7167,-0.0400254,5.54525
1279,-0.000328626,1.0003,-0.151922,-0.103747,12.7563,25.7172,-0.0406363,5.54478
1280,-0.00143302,0.999958,-0.15114,-0.104222,12.7571,25.7173,-0.0397555,5.54465
1281,-0.00132965,0.999717,-0.151117,-0.104165,12.7585,25.7174,-0.0383741,5.54482
1282,-0.000255022,0.999621,-0.151782,-0.10368,12.7593,25.7178,-0.0375818,5.54515
1283,0.00108896,0.99964,-0.152719,-0.103075,12.7598,25.7181,-0.0379988,5.54552
1284,0.00195194,0.9997,-0.153425,-0.102681,12.7613,25.7185,-0.0395192,5.54585
1285,0.00192488,0.999718,-0.153578,-0.102679,12.7632,25.7188,-0.0414576,5.54614
1286,0.00110672,0.99965,-0.153179,-0.103029,12.7647,25.7191,-0.0429734,5.54645
1287,-9.5407e-6,0.999509,-0.152508,-0.103513,12.7653,25.7195,-0.043522,5.54688
1288,-0.000838127,0.999345,-0.151953,-0.103873,12.7657,25.7201,-0.0430982,5.54745
1289,-0.00101161,0.999222,-0.151791,-0.103946,12.7666,25.7208,-0.0421733,5.54816
1290,-0.000541687,0.999177,-0.152064,-0.103735,12.7674,25.7216,-0.0413966,5.54896
1291,0.000233955,0.999208,-0.152586,-0.10339,12.7676,25.7224,-0.0412428,5.54977
1292,0.000864877,0.999277,-0.153067,-0.103107,12.7682,25.7232,-0.0417922,5.55053
1293,0.00103225,0.999335,-0.153273,-0.103029,12.7691,25.7239,-0.0427408,5.55122
1294,0.000695399,0.999348,-0.153141,-0.103175,12.77,25.7245,-0.0436046,5.55188
1295,7.79212e-5,0.999311,-0.152785,-0.103446,12.7704,25.7252,-0.0439912,5.55255
1296,-0.000479698,0.99925,-0.152424,-0.103692,12.7706,25.7259,-0.0437903,5.55327
1297,-0.000708809,0.9992,-0.152248,-0.103795,12.7712,25.7267,-0.0431961,5.55405
1298,-0.000541139,0.999188,-0.15233,-0.103723,12.7718,25.7275,-0.0425711,5.55485
1299,-0.000118814,0.999223,-0.152603,-0.103539,12.7722,25.7283,-0.0422411,5.55565
1300,0.000304476,0.999287,-0.152907,-0.103353,12.7723,25.729,-0.042334,5.55639
1301,0.000507025,0.999353,-0.15309,-0.103265,12.7727,25.7297,-0.0427397,5.55707
1302,0.000408431,0.999396,-0.153077,-0.10331,12.7731,25.7303,-0.0431975,5.5577
1303,9.30782e-5,0.999409,-0.152904,-0.103451,12.7734,25.7309,-0.0434482,5.55829
1304,-0.000253648,0.9994,-0.152685,-0.103607,12.7735,25.7315,-0.0433679,5.55889
1305,-0.000452784,0.999389,-0.152541,-0.103699,12.7739,25.7321,-0.0430147,5.5595
1306,-0.000422567,0.999395,-0.152541,-0.103689,12.7743,25.7327,-0.042577,5.5601
1307,-0.000208218,0.999426,-0.152671,-0.103598,12.7746,25.7333,-0.0422616,5.56069
1308,5.69602e-5,0.999476,-0.152851,-0.103485,12.7747,25.7339,-0.042186,5.56124
1309,0.000230692,0.999532,-0.152988,-0.103411,12.7748,25.7344,-0.0423298,5.56174
1310,0.000235537,0.999578,-0.15302,-0.103412,12.7751,25.7348,-0.042563,5.56218
1311,9.03934e-5,0.999605,-0.152946,-0.103479,12.7752,25.7352,-0.0427259,5.56259
1312,-0.000111226,0.999616,-0.152822,-0.103571,12.7753,25.7356,-0.0427155,5.56298
1313,-0.000258356,0.99962,-0.152719,-0.10364,12.7755,25.736,-0.0425307,5.56336
1314,-0.000281501,0.99963,-0.15269,-0.103654,12.7757,25.7364,-0.0422608,5.56374
1315,-0.00018307,0.999653,-0.152744,-0.103614,12.776,25.7367,-0.0420285,5.5641
1316,-2.72205e-5,0.999688,-0.152845,-0.103549,12.7761,25.7371,-0.0419234,5.56443
1317,0.000100638,0.999728,-0.152938,-0.103495,12.7761,25.7373,-0.0419601,5.56472
1318,0.000140134,0.999764,-0.152978,-0.103481,12.7762,25.7376,-0.0420805,5.56497
1319,8.36461e-5,0.999789,-0.152954,-0.103508,12.7764,25.7378,-0.0421923,5.56519
1320,-2.63429e-5,0.999804,-0.152888,-0.103559,12.7764,25.738,-0.042221,5.5654
