"time","y_11.y","y_22.y","u_11.y","u_22.y","IAE_1.y","IAE_2.y","IE_1.y","IE_2.y"
2374,-1.37148e-11,-1.19072e-10,-5.49207e-11,-6.92844e-11,13.4017,33.5944,-9.00412e-11,7.89779e-10
2375,-4.83336e-11,4.30553e-11,-3.57453e-11,-3.94606e-11,13.4017,33.5944,-2.13123e-10,7.05215e-10
2376,-9.67313e-11,1.9944e-10,1.43466e-12,-3.68562e-12,13.4017,33.5944,-3.09887e-10,5.63841e-10
2377,-1.29526e-10,2.7013e-10,3.9276e-11,1.47951e-11,13.4017,33.5944,-3.64081e-10,3.35413e-10
2378,-1.60092e-10,2.76026e-10,7.85054e-11,3.09045e-11,13.4017,33.5944,-3.94791e-10,1.02579e-10
2379,-1.80928e-10,2.52574e-10,1.09687e-10,4.04049e-11,13.4017,33.5944,-3.55243e-10,-1.1774e-10
2380,-1.7254e-10,1.78788e-10,1.22364e-10,4.88631e-11,13.4017,33.5944,-2.22449e-10,-2.95794e-10
2381,-1.1425e-10,7.54004e-11,1.00654e-10,4.82702e-11,13.4017,33.5944,-6.99833e-11,-3.78617e-10
2382,-5.20312e-11,-5.184e-11,7.01702e-11,4.31486e-11,13.4017,33.5944,9.1697e-11,-3.63982e-10
2383,1.13771e-11,-1.71287e-10,3.21974e-11,3.56479e-11,13.4017,33.5944,2.44927e-10,-2.40954e-10
2384,7.26677e-11,-2.60617e-10,-9.9759e-12,2.27481e-11,13.4017,33.5944,3.96104e-10,-2.83341e-11
2385,1.35269e-10,-3.27674e-10,-5.81009e-11,-5.10191e-12,13.4017,33.5944,5.1037e-10,2.56907e-10
2386,1.797e-10,-3.47752e-10,-1.00996e-10,-2.95663e-11,13.4017,33.5944,5.3385e-10,5.85711e-10
2387,1.76607e-10,-3.04272e-10,-1.16295e-10,-4.73528e-11,13.4017,33.5944,5.12177e-10,9.01992e-10
2388,1.57694e-10,-2.28669e-10,-1.22165e-10,-5.96691e-11,13.4017,33.5944,4.29666e-10,1.1508e-9
2389,1.1832e-10,-1.18e-10,-1.12574e-10,-6.79191e-11,13.4017,33.5944,2.81426e-10,1.31031e-9
2390,5.08611e-11,1.0612e-11,-8.21774e-11,-6.84983e-11,13.4017,33.5944,9.84562e-11,1.3512e-9
2391,-2.72733e-11,1.52553e-10,-3.82141e-11,-5.07527e-11,13.4017,33.5944,-8.24516e-11,1.26926e-9
2392,-9.77067e-11,2.83796e-10,8.87835e-12,-2.82733e-11,13.4017,33.5944,-2.29652e-10,1.05836e-9
2393,-1.49171e-10,3.64439e-10,5.00542e-11,-4.79503e-12,13.4017,33.5944,-3.58974e-10,7.56409e-10
2394,-1.94643e-10,4.06967e-10,9.49954e-11,2.39347e-11,13.4017,33.5944,-4.23731e-10,3.94011e-10
2395,-2.12751e-10,3.93253e-10,1.26953e-10,5.04846e-11,13.4017,33.5944,-3.91234e-10,6.18525e-12
2396,-1.87992e-10,3.14255e-10,1.33358e-10,6.72551e-11,13.4017,33.5944,-2.99258e-10,-3.33337e-10
2397,-1.4363e-10,1.88021e-10,1.25528e-10,7.0937e-11,13.4017,33.5944,-1.55827e-10,-5.64125e-10
2398,-8.54554e-11,3.15456e-11,1.04064e-10,6.86166e-11,13.4017,33.5944,3.77105e-11,-6.60992e-10
2399,-6.87325e-12,-1.26782e-10,6.35947e-11,5.69673e-11,13.4017,33.5944,2.62454e-10,-6.08433e-10
2400,8.57137e-11,-2.78274e-10,6.58803e-12,3.11345e-11,13.4017,33.5944,4.82972e-10,-4.29394e-10
2400,8.57137e-11,-2.78274e-10,0.646914,3.11345e-11,13.4017,33.5944,4.82972e-10,-4.29394e-10
2401,1.76385e-10,-3.91285e-10,0.731012,1.64421e-12,14.4017,33.5944,1,-9.46652e-11
2402,0.51288,-4.35148e-10,0.461925,-2.47693e-11,15.1473,33.5944,1.74558,3.18492e-10
2403,0.929501,-4.20916e-10,0.215855,-5.09068e-11,15.4261,33.5944,2.02439,7.46524e-10
2404,1.12886,-3.47951e-10,0.0844338,-7.44898e-11,15.4802,33.5944,1.99521,1.13096e-9
2405,1.1755,-2.13201e-10,0.0414622,0.362127,15.6324,33.5944,1.84303,1.41153e-9
2406,1.15409,-3.42166e-11,0.0414522,0.212101,15.7972,33.5944,1.67823,1.53524e-9
2407,1.11775,-2.14616e-10,0.0535354,0.0809602,15.9331,33.5944,1.54231,1.52476e-9
2408,0.927567,0.160595,0.174659,0.0329726,15.9833,33.6747,1.51965,-0.0802974
2409,0.70431,0.115811,0.334566,0.0106381,16.1674,33.8129,1.70372,-0.2185
2410,0.719195,0.100365,0.370069,0.0133744,16.4557,33.921,1.99196,-0.326588
2411,0.884056,0.0898796,0.278585,0.0222305,16.654,34.0161,2.19034,-0.421711
2412,1.04906,0.0743131,0.175753,0.084836,16.7021,34.0982,2.22378,-0.503807
2413,1.14078,0.0606931,0.109762,0.164295,16.797,34.1657,2.12886,-0.57131
2414,1.15919,0.0448782,0.0856303,0.166712,16.947,34.2185,1.97888,-0.624096
2415,1.11127,0.0224258,0.105478,0.115433,17.0822,34.2522,1.84365,-0.657748
2416,1.0016,-0.00979302,0.17125,0.0578351,17.1386,34.2615,1.78721,-0.664064
2417,0.893302,-0.0373172,0.244012,0.0210278,17.1912,34.285,1.83976,-0.640509
2418,0.86316,-0.0496812,0.270163,0.00845242,17.313,34.3285,1.96153,-0.59701
2419,0.918612,-0.0487523,0.239623,0.0198072,17.4221,34.3777,2.07065,-0.547793
2420,1.01043,-0.0363788,0.1806,0.0554051,17.4587,34.4203,2.10613,-0.505228
2421,1.08538,-0.0187653,0.126873,0.0944975,17.5066,34.4479,2.05822,-0.477656
2422,1.11475,-0.00222213,0.0997606,0.109663,17.6067,34.4584,1.95816,-0.467162
2423,1.0918,0.0079599,0.107235,0.0954389,17.71,34.4617,1.85489,-0.470031
2424,1.02996,0.00911821,0.14377,0.0660871,17.7709,34.4703,1.79401,-0.47857
2425,0.963891,0.00312133,0.188033,0.0391571,17.7875,34.4764,1.79708,-0.48469
2426,0.930812,-0.00525372,0.214224,0.0255634,17.8402,34.4786,1.84973,-0.483623
2427,0.944588,-0.0115745,0.210016,0.0294331,17.9025,34.487,1.91203,-0.475209
2428,0.990266,-0.0139864,0.1822,0.047842,17.935,34.4998,1.94461,-0.462429
2429,1.03919,-0.0131588,0.148346,0.0698223,17.9517,34.5134,1.92988,-0.448856
2430,1.06674,-0.0112026,0.12545,0.0823504,18.0047,34.5256,1.87691,-0.436676
2431,1.06189,-0.0104974,0.122909,0.0793991,18.069,34.5364,1.8126,-0.425826
2432,1.03011,-0.0123046,0.139498,0.0646667,18.115,34.5478,1.76659,-0.414425
2433,0.990104,-0.0160106,0.164321,0.0472449,18.1275,34.562,1.75649,-0.400267
2434,0.963378,-0.019657,0.183051,0.0358155,18.1508,34.5798,1.77974,-0.382433
2435,0.961947,-0.0212817,0.186304,0.0350513,18.1881,34.6003,1.81708,-0.361964
2436,0.98278,-0.0200449,0.174247,0.0441092,18.2158,34.6209,1.84472,-0.341301
2437,1.01181,-0.0165544,0.154956,0.0572285,18.2233,34.6392,1.84742,-0.323001
2438,1.03294,-0.0124439,0.138991,0.0670002,18.2457,34.6537,1.82505,-0.308502
2439,1.0362,-0.0095229,0.133891,0.0686605,18.2802,34.6647,1.79047,-0.297518
2440,1.02175,-0.00888864,0.140897,0.0623928,18.3092,34.6739,1.7615,-0.288313
2441,0.998748,-0.0104367,0.15496,0.0524304,18.3195,34.6836,1.75125,-0.27865
2442,0.979791,-0.013033,0.167953,0.0442362,18.3303,34.6953,1.76198,-0.266915
2443,0.973898,-0.0152075,0.173273,0.0416655,18.3534,34.7095,1.78513,-0.252795
2444,0.982205,-0.015923,0.169127,0.0453022,18.3754,34.725,1.80708,-0.23723
2445,0.998428,-0.0150071,0.158814,0.0525056,18.3851,34.7405,1.81677,-0.221765
2446,1.01311,-0.0130973,0.148331,0.0590916,18.391,34.7545,1.811,-0.207712
2447,1.0188,-0.0112031,0.142998,0.061703,18.4069,34.7667,1.79504,-0.195562
2448,1.01357,-0.0101442,0.144867,0.0594749,18.4231,34.7774,1.77886,-0.184888
2449,1.0013,-0.010156,0.152077,0.0541468,18.4306,34.7875,1.77143,-0.174738
2450,0.989026,-0.0108496,0.160258,0.0488133,18.4355,34.798,1.77627,-0.164235
2451,0.98296,-0.0115055,0.165087,0.0461817,18.4495,34.8092,1.79027,-0.153058
2452,0.985351,-0.0115006,0.16451,0.047258,18.4654,34.8207,1.80612,-0.141555
2453,0.993851,-0.0106273,0.159509,0.0510373,18.4758,34.8318,1.81652,-0.130491
2454,1.0033,-0.00915558,0.153206,0.0552517,18.4784,34.8416,1.81794,-0.120599
2455,1.00873,-0.00764149,0.148996,0.0576882,18.4844,34.85,1.81192,-0.112201
2456,1.00783,-0.00660995,0.148787,0.0573236,18.4927,34.8572,1.80364,-0.105075
2457,1.00184,-0.0062885,0.152206,0.0546988,18.4975,34.8636,1.79881,-0.0986259
2458,0.994455,-0.0065238,0.157069,0.0514403,18.4998,34.87,1.80066,-0.0922198
2459,0.989631,-0.00690373,0.160723,0.0492935,18.5078,34.8767,1.80862,-0.085506
2460,0.989534,-0.00699731,0.161463,0.0492199,18.5182,34.8837,1.81904,-0.0785555
2461,0.993643,-0.00657497,0.159287,0.0510037,18.5266,34.8905,1.82745,-0.0717694
2462,0.999359,-0.00569928,0.155686,0.0535063,18.5301,34.8966,1.83095,-0.0656322
2463,1.00359,-0.00465677,0.152692,0.0553629,18.5317,34.9018,1.82947,-0.0604542
2464,1.0044,-0.00378503,0.151773,0.0557104,18.5357,34.906,1.82548,-0.0562333
2465,1.00183,-0.00329576,0.153155,0.054567,18.5388,34.9096,1.82236,-0.0526929
2466,0.99766,-0.00318427,0.155861,0.0527113,18.5398,34.9128,1.82262,-0.0494529
2467,0.994268,-0.00326101,0.158357,0.0511891,18.5439,34.916,1.82666,-0.0462302
2468,0.993335,-0.0032733,0.159408,0.0507457,18.5501,34.9193,1.83286,-0.0429631
2469,0.995077,-0.00304365,0.158673,0.0514823,18.5559,34.9224,1.83865,-0.0398046
2470,0.998317,-0.00255159,0.156765,0.052884,18.5592,34.9252,1.84195,-0.037007
2471,1.00126,-0.0019246,0.154823,0.0541593,18.5599,34.9275,1.84216,-0.0347689
2472,1.00248,-0.00135407,0.153857,0.05468,18.5618,34.9291,1.84029,-0.0331296
2473,1.00162,-0.000988849,0.154255,0.054282,18.5638,34.9303,1.83825,-0.0319581
2474,0.999419,-0.000863622,0.155658,0.0532911,18.5645,34.9312,1.83773,-0.0310319
2475,0.997217,-0.000894706,0.157235,0.0522959,18.5662,34.9321,1.83941,-0.0301527
2476,0.996183,-0.000937013,0.158171,0.0518135,18.5695,34.933,1.84271,-0.0292369
2477,0.996741,-0.000865507,0.15808,0.0520344,18.573,34.9339,1.84625,-0.0283356
2478,0.998449,-0.00063636,0.157148,0.0527657,18.5754,34.9347,1.84865,-0.0275847
2479,1.00033,-0.00029912,0.155968,0.0535773,18.5761,34.9351,1.84926,-0.0271169
2480,1.00143,4.03296e-5,0.155186,0.0540516,18.577,34.9353,1.84838,-0.0269875
2481,1.00133,0.000281,0.155163,0.0539953,18.5784,34.9354,1.847,-0.0271482
2482,1.00026,0.000377916,0.155828,0.0535104,18.5791,34.9358,1.84621,-0.0274777
2483,0.998911,0.000358302,0.156765,0.0529053,18.5796,34.9361,1.84663,-0.0278458
2484,0.998048,0.000298908,0.157471,0.052511,18.5811,34.9364,1.84815,-0.0281744
2485,0.998075,0.000280866,0.157624,0.0525095,18.5831,34.9367,1.85009,-0.0284643
2486,0.998893,0.000348047,0.157225,0.0528588,18.5846,34.9371,1.8516,-0.0287787
2487,1.00001,0.000489694,0.156555,0.0533427,18.5851,34.9375,1.85215,-0.0291976
2488,1.00084,0.00065312,0.155999,0.0537026,18.5856,34.938,1.85173,-0.029769
2489,1.00101,0.000776318,0.155837,0.0537756,18.5865,34.9388,1.8508,-0.0304837
2490,1.00054,0.000821252,0.15611,0.0535654,18.5873,34.9396,1.85003,-0.0312825
2491,0.999766,0.000790666,0.156632,0.0532199,18.5875,34.9404,1.84987,-0.0320884
2492,0.999135,0.000721972,0.157113,0.0529375,18.588,34.9411,1.85042,-0.0328448
2493,0.998967,0.000664082,0.157319,0.0528596,18.589,34.9418,1.85137,-0.0335378
2494,0.999304,0.000651243,0.157187,0.053005,18.5898,34.9425,1.85224,-0.0341955
2495,0.999921,0.000687624,0.156832,0.0532758,18.5902,34.9431,1.85262,-0.0348649
2496,1.00048,0.000749146,0.15647,0.0535221,18.5904,34.9439,1.85242,-0.0355833
2497,1.00071,0.000799581,0.156294,0.0536248,18.591,34.9446,1.85183,-0.0363576
2498,1.00054,0.000810776,0.156376,0.053553,18.5917,34.9454,1.85121,-0.0371628
2499,1.00012,0.000776314,0.156648,0.0533687,18.592,34.9462,1.85088,-0.0379564
2500,0.999695,0.000712287,0.156953,0.0531834,18.5921,34.947,1.85097,-0.0387007
2501,0.999493,0.000646474,0.157135,0.0530952,18.5925,34.9477,1.85137,-0.03938
2502,0.999591,0.000602898,0.157123,0.05314,18.593,34.9483,1.85183,-0.0400047
2503,0.999907,0.000590178,0.15695,0.0532811,18.5932,34.9489,1.85208,-0.0406013
2504,1.00025,0.000599261,0.156731,0.053437,18.5933,34.9495,1.852,-0.041196
2505,1.00045,0.00061039,0.156587,0.0535285,18.5937,34.9501,1.85165,-0.0418008
2506,1.00042,0.000604683,0.156587,0.0535192,18.5941,34.9507,1.85121,-0.0424083
2507,1.00021,0.000573856,0.156716,0.0534285,18.5944,34.9513,1.8509,-0.0429976
2508,0.999943,0.000523216,0.156897,0.0533149,18.5945,34.9518,1.85082,-0.0435462
2509,0.999769,0.000467391,0.157034,0.0532413,18.5947,34.9523,1.85097,-0.0440415
2510,0.999764,0.000421771,0.157066,0.0532421,18.5949,34.9528,1.8512,-0.044486
2511,0.999909,0.000394624,0.156992,0.0533091,18.5951,34.9532,1.85136,-0.0448942
2512,1.00011,0.000383857,0.156868,0.0534014,18.5951,34.9536,1.85135,-0.0452835
2513,1.00026,0.000379435,0.156765,0.05347,18.5953,34.9539,1.85117,-0.0456651
2514,1.00028,0.000369524,0.156736,0.053484,18.5956,34.9543,1.8509,-0.0460396
2515,1.00018,0.0003469,0.15679,0.0534443,18.5958,34.9547,1.85067,-0.0463978
2516,1.00003,0.000312048,0.156891,0.0533789,18.5959,34.955,1.85056,-0.0467273
2517,0.999899,0.000272031,0.156984,0.0533255,18.596,34.9553,1.8506,-0.0470193
2518,0.99986,0.00023608,0.157024,0.0533107,18.5961,34.9555,1.85072,-0.0472734
2519,0.999916,0.000210636,0.157,0.0533383,18.5962,34.9558,1.85083,-0.0474967
2520,1.00003,0.000196431,0.156934,0.0533894,18.5962,34.956,1.85086,-0.0477003
2521,1.00013,0.000188831,0.156867,0.0534359,18.5963,34.9562,1.85078,-0.0478929
2522,1.00016,0.000180902,0.156834,0.053455,18.5964,34.9564,1.85064,-0.0480778
2523,1.00012,0.000167235,0.156851,0.053441,18.5966,34.9565,1.8505,-0.0482518
2524,1.00004,0.000146538,0.156903,0.0534057,18.5967,34.9567,1.85041,-0.0484087
2525,0.999954,0.00012178,0.156962,0.0533702,18.5967,34.9568,1.85042,-0.0485429
2526,0.999911,9.81335e-5,0.156997,0.0533532,18.5968,34.9569,1.85048,-0.0486528
2527,0.999925,8.00613e-5,0.156995,0.0533613,18.5968,34.957,1.85057,-0.0487419
2528,0.999981,6.90972e-5,0.156963,0.0533877,18.5969,34.9571,1.85061,-0.0488165
2529,1.00004,6.3432e-5,0.156922,0.0534168,18.5969,34.9572,1.8506,-0.0488828
2530,1.00008,5.92436e-5,0.156895,0.0534337,18.597,34.9572,1.85054,-0.0489441
2531,1.00007,5.28742e-5,0.156896,0.0534315,18.597,34.9573,1.85047,-0.0490002
2532,1.00003,4.26769e-5,0.156921,0.0534139,18.5971,34.9573,1.85042,-0.049048
2533,0.999974,2.95992e-5,0.156956,0.0533919,18.5971,34.9574,1.85042,-0.0490841
2534,0.999939,1.63282e-5,0.156982,0.0533776,18.5971,34.9574,1.85046,-0.0491071
2535,0.999937,5.72131e-6,0.156988,0.0533774,18.5972,34.9574,1.85052,-0.0491181
2536,0.999963,-7.18334e-7,0.156974,0.0533898,18.5973,34.9574,1.85057,-0.0491206
2537,1,-3.45279e-6,0.156951,0.0534069,18.5973,34.9574,1.85059,-0.0491185
2538,1.00003,-4.44405e-6,0.156932,0.0534195,18.5973,34.9574,1.85058,-0.0491145
2539,1.00003,-5.98691e-6,0.156927,0.0534219,18.5973,34.9574,1.85055,-0.0491093
2540,1.00001,-9.51705e-6,0.156937,0.053414,18.5973,34.9574,1.85053,-0.0491016
2541,0.999982,-1.49855e-5,0.156956,0.0534013,18.5973,34.9574,1.85053,-0.0490893
2542,0.999957,-2.11012e-5,0.156974,0.0533909,18.5974,34.9574,1.85056,-0.0490713
2543,0.99995,-2.61632e-5,0.156982,0.0533879,18.5974,34.9575,1.85061,-0.0490477
2544,0.99996,-2.89871e-5,0.156977,0.0533929,18.5975,34.9575,1.85065,-0.0490201
2545,0.999981,-2.9481e-5,0.156965,0.0534024,18.5975,34.9575,1.85068,-0.0489908
2546,1,-2.8552e-5,0.156953,0.053411,18.5975,34.9576,1.85069,-0.0489618
2547,1.00001,-2.75477e-5,0.156947,0.0534144,18.5975,34.9576,1.85069,-0.0489338
2548,1,-2.75242e-5,0.15695,0.0534116,18.5975,34.9576,1.85068,-0.0489062
2549,0.999985,-2.87542e-5,0.15696,0.0534047,18.5975,34.9576,1.85069,-0.0488781
2550,0.99997,-3.07045e-5,0.156971,0.0533979,18.5975,34.9577,1.85071,-0.0488484
2551,0.999962,-3.24124e-5,0.156978,0.0533945,18.5976,34.9577,1.85075,-0.0488168
2552,0.999966,-3.30524e-5,0.156978,0.053396,18.5976,34.9577,1.85078,-0.0487841
2553,0.999977,-3.23543e-5,0.156972,0.0534009,18.5976,34.9578,1.85081,-0.0487514
2554,0.999989,-3.06769e-5,0.156964,0.0534064,18.5977,34.9578,1.85083,-0.0487199
2555,0.999997,-2.87558e-5,0.156959,0.0534095,18.5977,34.9578,1.85083,-0.0486901
2556,0.999996,-2.72973e-5,0.15696,0.053409,18.5977,34.9579,1.85084,-0.0486621
2557,0.999988,-2.66241e-5,0.156965,0.0534056,18.5977,34.9579,1.85085,-0.0486352
2558,0.999979,-2.65683e-5,0.156971,0.0534015,18.5977,34.9579,1.85086,-0.0486086
2559,0.999973,-2.66294e-5,0.156976,0.0533987,18.5977,34.9579,1.85089,-0.048582
2560,0.999974,-2.62698e-5,0.156978,0.0533987,18.5977,34.958,1.85091,-0.0485555
2561,0.999979,-2.52108e-5,0.156975,0.053401,18.5978,34.958,1.85094,-0.0485298
2562,0.999987,-2.35442e-5,0.156971,0.0534043,18.5978,34.958,1.85095,-0.0485054
2563,0.999993,-2.16462e-5,0.156967,0.0534067,18.5978,34.958,1.85096,-0.0484828
2564,0.999994,-1.99525e-5,0.156967,0.0534072,18.5978,34.9581,1.85097,-0.048462
2565,0.999991,-1.87334e-5,0.156969,0.0534057,18.5978,34.9581,1.85098,-0.0484427
2566,0.999986,-1.79847e-5,0.156973,0.0534033,18.5978,34.9581,1.85099,-0.0484243
2567,0.999982,-1.74612e-5,0.156976,0.0534014,18.5978,34.9581,1.851,-0.0484066
2568,0.999982,-1.68381e-5,0.156978,0.0534009,18.5979,34.9581,1.85102,-0.0483894
2569,0.999984,-1.58931e-5,0.156977,0.0534019,18.5979,34.9581,1.85104,-0.0483731
2570,0.999989,-1.46025e-5,0.156975,0.0534037,18.5979,34.9582,1.85105,-0.0483578
2571,0.999993,-1.31387e-5,0.156973,0.0534054,18.5979,34.9582,1.85106,-0.0483439
2572,0.999995,-1.17551e-5,0.156972,0.0534061,18.5979,34.9582,1.85107,-0.0483315
2573,0.999994,-1.0641e-5,0.156972,0.0534057,18.5979,34.9582,1.85107,-0.0483203
2574,0.999991,-9.85674e-6,0.156975,0.0534044,18.5979,34.9582,1.85108,-0.04831
2575,0.999989,-9.29248e-6,0.156977,0.0534032,18.5979,34.9582,1.85109,-0.0483005
2576,0.999988,-8.76502e-6,0.156978,0.0534026,18.5979,34.9582,1.8511,-0.0482914
2577,0.999989,-8.11327e-6,0.156978,0.053403,18.5979,34.9582,1.85111,-0.048283
2578,0.999992,-7.28161e-6,0.156977,0.053404,18.598,34.9582,1.85112,-0.0482753
2579,0.999994,-6.33093e-6,0.156976,0.053405,18.598,34.9582,1.85113,-0.0482685
2580,0.999996,-5.4008e-6,0.156975,0.0534057,18.598,34.9583,1.85113,-0.0482626
2581,0.999996,-4.62071e-6,0.156975,0.0534057,18.598,34.9583,1.85114,-0.0482576
2582,0.999995,-4.04727e-6,0.156976,0.0534051,18.598,34.9583,1.85114,-0.0482533
2583,0.999993,-3.6456e-6,0.156978,0.0534044,18.598,34.9583,1.85115,-0.0482494
2584,0.999993,-3.31748e-6,0.156979,0.0534039,18.598,34.9583,1.85116,-0.048246
2585,0.999993,-2.95831e-6,0.156979,0.053404,18.598,34.9583,1.85116,-0.0482428
2586,0.999994,-2.51035e-6,0.156979,0.0534045,18.598,34.9583,1.85117,-0.0482401
2587,0.999996,-1.98771e-6,0.156978,0.0534051,18.598,34.9583,1.85117,-0.0482378
2588,0.999997,-1.45927e-6,0.156978,0.0534056,18.598,34.9583,1.85118,-0.0482361
2589,0.999998,-1.0052e-6,0.156978,0.0534058,18.598,34.9583,1.85118,-0.0482349
2590,0.999997,-6.72151e-7,0.156978,0.0534056,18.598,34.9583,1.85118,-0.0482341
2591,0.999996,-4.55211e-7,0.156979,0.0534052,18.598,34.9583,1.85119,-0.0482335
2592,0.999996,-3.05541e-7,0.15698,0.0534048,18.598,34.9583,1.85119,-0.0482331
2593,0.999996,-1.63607e-7,0.15698,0.0534048,18.598,34.9583,1.85119,-0.0482329
2594,0.999996,1.85056e-8,0.15698,0.053405,18.598,34.9583,1.8512,-0.0482328
2595,0.999997,2.45235e-7,0.15698,0.0534054,18.598,34.9583,1.8512,-0.0482329
2596,0.999998,4.88296e-7,0.156979,0.0534058,18.598,34.9583,1.8512,-0.0482333
2597,0.999998,7.01306e-7,0.156979,0.0534059,18.598,34.9583,1.85121,-0.0482339
2598,0.999998,8.48616e-7,0.15698,0.0534059,18.598,34.9583,1.85121,-0.0482347
2599,0.999998,9.25016e-7,0.15698,0.0534057,18.598,34.9583,1.85121,-0.0482356
2600,0.999998,9.49933e-7,0.156981,0.0534055,18.598,34.9583,1.85121,-0.0482365
2601,0.999997,9.60189e-7,0.156981,0.0534054,18.598,34.9583,1.85121,-0.0482374
2602,0.999998,9.8884e-7,0.156981,0.0534055,18.598,34.9583,1.85122,-0.0482384
2603,0.999998,1.04775e-6,0.156981,0.0534057,18.5981,34.9583,1.85122,-0.0482394
2604,0.999999,1.12256e-6,0.156981,0.053406,18.5981,34.9583,1.85122,-0.0482405
2605,0.999999,1.19089e-6,0.156981,0.0534061,18.5981,34.9583,1.85122,-0.0482417
2606,0.999999,1.22948e-6,0.156981,0.0534061,18.5981,34.9583,1.85122,-0.0482429
2607,0.999999,1.22714e-6,0.156981,0.053406,18.5981,34.9583,1.85122,-0.0482441
2608,0.999999,1.19203e-6,0.156981,0.0534059,18.5981,34.9583,1.85122,-0.0482453
2609,0.999998,1.14493e-6,0.156981,0.0534059,18.5981,34.9583,1.85123,-0.0482465
2610,0.999999,1.10591e-6,0.156982,0.0534059,18.5981,34.9583,1.85123,-0.0482476
2611,0.999999,1.08271e-6,0.156982,0.053406,18.5981,34.9583,1.85123,-0.0482487
2612,0.999999,1.07846e-6,0.156981,0.0534061,18.5981,34.9583,1.85123,-0.0482498
2613,0.999999,1.07564e-6,0.156981,0.0534063,18.5981,34.9583,1.85123,-0.0482509
2614,0.999999,1.06151e-6,0.156981,0.0534063,18.5981,34.9583,1.85123,-0.0482519
2615,0.999999,1.02703e-6,0.156982,0.0534063,18.5981,34.9583,1.85123,-0.048253
2616,0.999999,9.7432e-7,0.156982,0.0534062,18.5981,34.9583,1.85123,-0.048254
2617,0.999999,9.1274e-7,0.156982,0.0534062,18.5981,34.9583,1.85123,-0.0482549
2618,0.999999,8.54682e-7,0.156982,0.0534062,18.5981,34.9583,1.85123,-0.0482558
2619,0.999999,8.06778e-7,0.156982,0.0534062,18.5981,34.9583,1.85123,-0.0482566
2620,0.999999,7.72243e-7,0.156982,0.0534063,18.5981,34.9583,1.85124,-0.0482574
2621,0.999999,7.44577e-7,0.156982,0.0534064,18.5981,34.9583,1.85124,-0.0482582
2622,1,7.14594e-7,0.156982,0.0534064,18.5981,34.9583,1.85124,-0.0482589
2623,1,6.76202e-7,0.156982,0.0534064,18.5981,34.9583,1.85124,-0.0482596
2624,0.999999,6.28748e-7,0.156982,0.0534064,18.5981,34.9583,1.85124,-0.0482603
2625,0.999999,5.75694e-7,0.156982,0.0534063,18.5981,34.9583,1.85124,-0.0482609
2626,0.999999,5.24444e-7,0.156982,0.0534063,18.5981,34.9583,1.85124,-0.0482614
2627,0.999999,4.82476e-7,0.156982,0.0534064,18.5981,34.9583,1.85124,-0.0482619
2628,0.999999,4.468e-7,0.156982,0.0534064,18.5981,34.9583,1.85124,-0.0482624
2629,1,4.182e-7,0.156982,0.0534065,18.5981,34.9583,1.85124,-0.0482628
2630,1,3.91039e-7,0.156982,0.0534065,18.5981,34.9583,1.85124,-0.0482632
2631,1,3.608e-7,0.156982,0.0534065,18.5981,34.9583,1.85124,-0.0482636
2632,1,3.25825e-7,0.156982,0.0534065,18.5981,34.9583,1.85124,-0.0482639
2633,1,2.8762e-7,0.156983,0.0534065,18.5981,34.9583,1.85124,-0.0482643
2634,1,2.50003e-7,0.156983,0.0534065,18.5981,34.9583,1.85124,-0.0482645
2635,1,2.16524e-7,0.156983,0.0534065,18.5981,34.9583,1.85124,-0.0482648
2636,1,1.89225e-7,0.156983,0.0534065,18.5981,34.9583,1.85124,-0.048265
2637,1,1.68875e-7,0.156983,0.0534065,18.5981,34.9583,1.85124,-0.0482651
2638,1,1.51226e-7,0.156983,0.0534065,18.5981,34.9583,1.85124,-0.0482653
2639,1,1.34085e-7,0.156983,0.0534066,18.5981,34.9583,1.85124,-0.0482654
2640,1,1.15305e-7,0.156983,0.0534066,18.5981,34.9583,1.85124,-0.0482656
2641,1,9.47283e-8,0.156983,0.0534065,18.5981,34.9583,1.85125,-0.0482657
2642,1,7.43686e-8,0.156983,0.0534065,18.5981,34.9583,1.85125,-0.0482658
2643,1,5.58653e-8,0.156983,0.0534065,18.5981,34.9583,1.85125,-0.0482658
2644,1,4.00357e-8,0.156983,0.0534066,18.5981,34.9583,1.85125,-0.0482659
2645,1,2.87162e-8,0.156983,0.0534066,18.5981,34.9583,1.85125,-0.0482659
2646,1,1.94789e-8,0.156983,0.0534066,18.5981,34.9583,1.85125,-0.0482659
2647,1,1.10892e-8,0.156983,0.0534066,18.5981,34.9583,1.85125,-0.0482659
2648,1,1.68282e-9,0.156983,0.0534066,18.5981,34.9583,1.85125,-0.0482659
2649,1,-8.01773e-9,0.156983,0.0534066,18.5981,34.9583,1.85125,-0.0482659
2650,1,-1.75691e-8,0.156983,0.0534066,18.5981,34.9583,1.85125,-0.0482659
2651,1,-2.55273e-8,0.156983,0.0534066,18.5981,34.9583,1.85125,-0.0482659
2652,1,-3.2575e-8,0.156983,0.0534066,18.5981,34.9583,1.85125,-0.0482659
2653,1,-3.73959e-8,0.156983,0.0534066,18.5981,34.9583,1.85125,-0.0482658
2654,1,-4.00146e-8,0.156983,0.0534066,18.5981,34.9583,1.85125,-0.0482658
2655,1,-4.19674e-8,0.156983,0.0534066,18.5981,34.9583,1.85125,-0.0482658
