"time","IAE_1.y","IAE_2.y","IE_1.y","IE_2.y","y_11.y","y_22.y","r_11.y","r_22.y"
1155,128.537,220.263,24.4164,71.1433,1.02124,0.953707,1,1
1156,128.558,220.309,24.3952,71.1894,1.02114,0.953937,1,1
1157,128.579,220.355,24.3741,71.2354,1.02103,0.954167,1,1
1158,128.6,220.401,24.3532,71.2811,1.02093,0.954395,1,1
1159,128.621,220.447,24.3323,71.3266,1.02082,0.954622,1,1
1160,128.642,220.492,24.3115,71.3719,1.02072,0.954847,1,1
1161,128.663,220.537,24.2908,71.4169,1.02062,0.955072,1,1
1162,128.683,220.582,24.2703,71.4617,1.02051,0.955296,1,1
1163,128.704,220.626,24.2498,71.5063,1.02041,0.955518,1,1
1164,128.724,220.671,24.2295,71.5507,1.02031,0.955739,1,1
1165,128.744,220.715,24.2092,71.5948,1.02021,0.95596,1,1
1166,128.764,220.759,24.189,71.6388,1.02011,0.956179,1,1
1167,128.784,220.802,24.169,71.6825,1.02001,0.956397,1,1
1168,128.804,220.846,24.149,71.726,1.01991,0.956614,1,1
1169,128.824,220.889,24.1292,71.7693,1.01981,0.956829,1,1
1170,128.844,220.932,24.1094,71.8123,1.01971,0.957044,1,1
1171,128.864,220.975,24.0897,71.8552,1.01961,0.957258,1,1
1172,128.883,221.018,24.0702,71.8978,1.01952,0.957471,1,1
1173,128.903,221.06,24.0507,71.9402,1.01942,0.957682,1,1
1174,128.922,221.102,24.0313,71.9824,1.01932,0.957893,1,1
1175,128.941,221.144,24.0121,72.0244,1.01923,0.958102,1,1
1176,128.961,221.186,23.9929,72.0662,1.01913,0.958311,1,1
1177,128.98,221.228,23.9738,72.1078,1.01903,0.958518,1,1
1178,128.999,221.269,23.9548,72.1492,1.01894,0.958725,1,1
1179,129.018,221.31,23.9359,72.1904,1.01885,0.95893,1,1
1180,129.036,221.351,23.9171,72.2313,1.01875,0.959134,1,1
1181,129.055,221.392,23.8984,72.2721,1.01866,0.959338,1,1
1182,129.074,221.433,23.8798,72.3127,1.01857,0.95954,1,1
1183,129.092,221.473,23.8613,72.353,1.01847,0.959741,1,1
1184,129.111,221.513,23.8429,72.3932,1.01838,0.959941,1,1
1185,129.129,221.553,23.8245,72.4331,1.01829,0.960141,1,1
1186,129.147,221.593,23.8063,72.4729,1.0182,0.960339,1,1
1187,129.165,221.632,23.7881,72.5125,1.01811,0.960536,1,1
1188,129.183,221.672,23.7701,72.5518,1.01802,0.960733,1,1
1189,129.201,221.711,23.7521,72.591,1.01793,0.960928,1,1
1190,129.219,221.75,23.7342,72.63,1.01784,0.961123,1,1
1191,129.237,221.789,23.7164,72.6688,1.01775,0.961316,1,1
1192,129.255,221.827,23.6987,72.7073,1.01766,0.961508,1,1
1193,129.272,221.866,23.6811,72.7457,1.01757,0.9617,1,1
1194,129.29,221.904,23.6636,72.7839,1.01749,0.961891,1,1
1195,129.307,221.942,23.6461,72.822,1.0174,0.96208,1,1
1196,129.325,221.98,23.6288,72.8598,1.01731,0.962269,1,1
1197,129.342,222.017,23.6115,72.8974,1.01723,0.962457,1,1
1198,129.359,222.055,23.5943,72.9349,1.01714,0.962643,1,1
1199,129.376,222.092,23.5772,72.9721,1.01706,0.962829,1,1
1200,129.393,222.129,23.5602,73.0092,1.01697,0.963014,1,1
1200,129.393,222.129,23.5602,73.0092,1.01697,0.963014,1,1
1200,129.393,222.129,23.5602,73.0092,1.01697,0.963014,0,1
1201,130.41,222.166,22.5433,73.0461,1.01689,0.963198,0,1
1202,131.411,222.203,21.5421,73.0828,0.985378,0.963381,0,1
1203,132.381,222.239,20.5723,73.1193,0.954363,0.963563,0,1
1204,133.321,222.276,19.6329,73.1557,0.924328,0.963745,0,1
1205,134.23,222.312,18.7231,73.1919,0.89525,0.963925,0,1
1206,135.111,222.348,17.8419,73.2278,0.867099,0.964105,0,1
1207,135.965,222.384,16.9885,73.2636,0.839845,0.964283,0,1
1208,136.792,222.431,16.1615,73.3111,0.814019,0.940903,0,1
1209,137.594,222.501,15.3598,73.3809,0.789548,0.919434,0,1
1210,138.371,222.591,14.5821,73.4715,0.765821,0.899269,0,1
1211,139.126,222.702,13.8277,73.5817,0.742897,0.880461,0,1
1212,139.858,222.83,13.0959,73.7099,0.720839,0.863054,0,1
1213,140.568,222.975,12.3856,73.8549,0.699616,0.846947,0,1
1214,141.257,223.135,11.6962,74.0154,0.679197,0.832022,0,1
1215,141.927,223.31,11.0268,74.1903,0.659549,0.818191,0,1
1216,142.577,223.498,10.3767,74.3785,0.640641,0.805389,0,1
1217,143.208,223.699,9.74521,74.5791,0.622445,0.793533,0,1
1218,143.822,223.911,9.13152,74.791,0.604931,0.782554,0,1
1219,144.418,224.134,8.53502,75.0136,0.588073,0.772389,0,1
1220,144.998,224.366,7.95506,75.2459,0.571844,0.762978,0,1
1221,145.562,224.607,7.39103,75.4872,0.556221,0.754269,0,1
1222,146.111,224.857,6.84233,75.737,0.541178,0.74621,0,1
1223,146.645,225.114,6.30839,75.9945,0.526694,0.738755,0,1
1224,147.165,225.379,5.78867,76.2592,0.512746,0.731863,0,1
1225,147.671,225.65,5.28264,76.5305,0.499314,0.725494,0,1
1226,148.164,225.928,4.78979,76.808,0.486376,0.719612,0,1
1227,148.644,226.211,4.30965,77.0911,0.473914,0.714183,0,1
1228,149.112,226.499,3.84174,77.3794,0.461909,0.709176,0,1
1229,149.568,226.792,3.38561,77.6725,0.450344,0.704564,0,1
1230,150.013,227.09,2.94084,77.9701,0.4392,0.700319,0,1
1231,150.446,227.392,2.50701,78.2717,0.428463,0.696417,0,1
1232,150.87,227.697,2.08372,78.5771,0.418115,0.692835,0,1
1233,151.283,228.006,1.67059,78.8859,0.408143,0.689553,0,1
1234,151.686,228.318,1.26725,79.1979,0.39853,0.686551,0,1
1235,152.08,228.633,0.873357,79.5127,0.389264,0.68381,0,1
1236,152.465,228.95,0.488559,79.8301,0.380331,0.681315,0,1
1237,152.841,229.27,0.112535,80.1499,0.371718,0.679049,0,1
1238,153.208,229.592,-0.25503,80.4719,0.363413,0.676998,0,1
1239,153.568,229.916,-0.614438,80.7958,0.355403,0.675149,0,1
1240,153.919,230.241,-0.965978,81.1215,0.347678,0.673489,0,1
1241,154.263,230.569,-1.30993,81.4488,0.340226,0.672006,0,1
1242,154.6,230.897,-1.64656,81.7774,0.333037,0.67069,0,1
1243,154.93,231.227,-1.97613,82.1073,0.3261,0.66953,0,1
1244,155.252,231.558,-2.29888,82.4383,0.319407,0.668517,0,1
1245,155.569,231.89,-2.61506,82.7702,0.312947,0.667642,0,1
1246,155.878,232.223,-2.92489,83.1029,0.306712,0.666897,0,1
1247,156.182,232.556,-3.22859,83.4363,0.300693,0.666275,0,1
1248,156.48,232.89,-3.52638,83.7703,0.294881,0.665767,0,1
1249,156.772,233.225,-3.81845,84.1048,0.289269,0.665367,0,1
1250,157.058,233.56,-4.10501,84.4395,0.283849,0.665069,0,1
1251,157.34,233.895,-4.38624,84.7746,0.278614,0.664867,0,1
1252,157.616,234.23,-4.66233,85.1098,0.273556,0.664756,0,1
1253,157.887,234.565,-4.93344,85.445,0.268668,0.664729,0,1
1254,158.153,234.9,-5.19975,85.7803,0.263945,0.664783,0,1
1255,158.415,235.235,-5.46141,86.1154,0.25938,0.664913,0,1
1256,158.672,235.57,-5.71858,86.4504,0.254967,0.665114,0,1
1257,158.925,235.905,-5.97142,86.7852,0.2507,0.665382,0,1
1258,159.174,236.24,-6.22005,87.1196,0.246573,0.665714,0,1
1259,159.418,236.574,-6.46463,87.4537,0.242581,0.666106,0,1
1260,159.659,236.907,-6.70528,87.7874,0.238719,0.666554,0,1
1261,159.896,237.241,-6.94213,88.1206,0.234981,0.667055,0,1
1262,160.129,237.573,-7.1753,88.4532,0.231364,0.667607,0,1
1263,160.358,237.905,-7.40492,88.7853,0.227863,0.668206,0,1
1264,160.585,238.237,-7.63108,89.1168,0.224472,0.668849,0,1
1265,160.807,238.568,-7.85391,89.4476,0.221189,0.669535,0,1
1266,161.027,238.898,-8.07351,89.7777,0.218008,0.670261,0,1
1267,161.243,239.227,-8.28998,90.1071,0.214926,0.671024,0,1
1268,161.457,239.556,-8.50341,90.4356,0.211939,0.671823,0,1
1269,161.667,239.883,-8.7139,90.7634,0.209044,0.672654,0,1
1270,161.875,240.21,-8.92154,91.0903,0.206237,0.673518,0,1
1271,162.08,240.536,-9.12642,91.4164,0.203514,0.67441,0,1
1272,162.282,240.861,-9.32861,91.7415,0.200873,0.675331,0,1
1273,162.482,241.186,-9.5282,92.0657,0.19831,0.676278,0,1
1274,162.679,241.509,-9.72527,92.3889,0.195823,0.677249,0,1
1275,162.873,241.831,-9.91989,92.7112,0.193408,0.678244,0,1
1276,163.066,242.152,-10.1121,93.0324,0.191063,0.67926,0,1
1277,163.255,242.473,-10.302,93.3526,0.188786,0.680297,0,1
1278,163.443,242.792,-10.4897,93.6718,0.186572,0.681353,0,1
1279,163.629,243.11,-10.6752,93.9899,0.184422,0.682427,0,1
1280,163.812,243.427,-10.8586,94.3069,0.182331,0.683518,0,1
1281,163.993,243.743,-11.0399,94.6229,0.180297,0.684625,0,1
1282,164.173,244.058,-11.2192,94.9377,0.178319,0.685746,0,1
1283,164.35,244.371,-11.3966,95.2514,0.176395,0.686882,0,1
1284,164.525,244.684,-11.572,95.5639,0.174521,0.68803,0,1
1285,164.699,244.995,-11.7456,95.8753,0.172698,0.68919,0,1
1286,164.871,245.305,-11.9175,96.1855,0.170921,0.690361,0,1
1287,165.041,245.615,-12.0875,96.4946,0.169191,0.691542,0,1
1288,165.209,245.922,-12.2559,96.8024,0.167505,0.692733,0,1
1289,165.376,246.229,-12.4225,97.1091,0.165861,0.693933,0,1
1290,165.541,246.535,-12.5876,97.4146,0.164259,0.695141,0,1
1291,165.705,246.839,-12.7511,97.7188,0.162696,0.696356,0,1
1292,165.866,247.142,-12.913,98.0219,0.16117,0.697578,0,1
1293,166.027,247.444,-13.0734,98.3237,0.159682,0.698807,0,1
1294,166.186,247.744,-13.2324,98.6242,0.158228,0.700041,0,1
1295,166.343,248.044,-13.3899,98.9236,0.156809,0.701281,0,1
1296,166.499,248.342,-13.546,99.2217,0.155422,0.702525,0,1
1297,166.654,248.638,-13.7008,99.5185,0.154066,0.703773,0,1
1298,166.808,248.934,-13.8542,99.8141,0.152741,0.705025,0,1
1299,166.96,249.228,-14.0063,100.108,0.151446,0.70628,0,1
1300,167.111,249.522,-14.1571,100.402,0.150178,0.707538,0,1
1301,167.26,249.813,-14.3066,100.693,0.148938,0.708798,0,1
1302,167.408,250.104,-14.455,100.984,0.147724,0.71006,0,1
1303,167.556,250.393,-14.6021,101.273,0.146536,0.711324,0,1
1304,167.702,250.681,-14.7481,101.561,0.145371,0.71259,0,1
1305,167.846,250.968,-14.8929,101.848,0.14423,0.713856,0,1
1306,167.99,251.254,-15.0365,102.134,0.143112,0.715123,0,1
1307,168.133,251.538,-15.1791,102.418,0.142016,0.71639,0,1
1308,168.274,251.821,-15.3206,102.701,0.140941,0.717658,0,1
1309,168.414,252.103,-15.461,102.983,0.139887,0.718925,0,1
1310,168.554,252.383,-15.6004,103.263,0.138852,0.720191,0,1
1311,168.692,252.662,-15.7387,103.542,0.137836,0.721458,0,1
1312,168.829,252.94,-15.876,103.82,0.136838,0.722723,0,1
1313,168.966,253.217,-16.0124,104.097,0.135858,0.723987,0,1
1314,169.101,253.492,-16.1478,104.372,0.134895,0.725249,0,1
1315,169.236,253.766,-16.2822,104.646,0.133949,0.72651,0,1
1316,169.369,254.039,-16.4157,104.919,0.133019,0.727769,0,1
1317,169.502,254.311,-16.5482,105.191,0.132104,0.729027,0,1
1318,169.633,254.581,-16.6799,105.461,0.131204,0.730282,0,1
1319,169.764,254.85,-16.8106,105.73,0.130319,0.731535,0,1
1320,169.894,255.118,-16.9405,105.998,0.129447,0.732785,0,1
1321,170.023,255.385,-17.0695,106.265,0.128589,0.734033,0,1
1322,170.151,255.65,-17.1977,106.53,0.127744,0.735278,0,1
1323,170.278,255.914,-17.325,106.794,0.126912,0.736521,0,1
1324,170.405,256.177,-17.4515,107.057,0.126092,0.73776,0,1
1325,170.531,256.438,-17.5772,107.318,0.125284,0.738996,0,1
1326,170.656,256.699,-17.7021,107.579,0.124487,0.740229,0,1
1327,170.78,256.958,-17.8262,107.838,0.123702,0.741458,0,1
1328,170.903,257.216,-17.9495,108.096,0.122927,0.742685,0,1
1329,171.026,257.473,-18.0721,108.353,0.122162,0.743907,0,1
1330,171.147,257.728,-18.1939,108.608,0.121408,0.745126,0,1
1331,171.268,257.982,-18.3149,108.862,0.120663,0.746341,0,1
1332,171.389,258.235,-18.4352,109.115,0.119928,0.747553,0,1
1333,171.508,258.487,-18.5547,109.367,0.119203,0.748761,0,1
1334,171.627,258.738,-18.6736,109.618,0.118486,0.749964,0,1
1335,171.745,258.987,-18.7917,109.867,0.117778,0.751164,0,1
1336,171.863,259.236,-18.9092,110.116,0.117078,0.752359,0,1
1337,171.979,259.483,-19.0259,110.363,0.116386,0.753551,0,1
1338,172.095,259.728,-19.1419,110.609,0.115703,0.754738,0,1
1339,172.211,259.973,-19.2573,110.853,0.115027,0.755921,0,1
1340,172.325,260.217,-19.372,111.097,0.114358,0.7571,0,1
1341,172.439,260.459,-19.486,111.339,0.113697,0.758274,0,1
1342,172.553,260.7,-19.5994,111.58,0.113044,0.759444,0,1
1343,172.666,260.94,-19.7121,111.82,0.112397,0.76061,0,1
1344,172.778,261.179,-19.8242,112.059,0.111756,0.761771,0,1
1345,172.889,261.417,-19.9356,112.297,0.111123,0.762927,0,1
1346,173,261.653,-20.0464,112.533,0.110495,0.76408,0,1
1347,173.11,261.888,-20.1566,112.768,0.109874,0.765227,0,1
1348,173.22,262.123,-20.2662,113.003,0.109259,0.76637,0,1
1349,173.329,262.356,-20.3751,113.236,0.10865,0.767508,0,1
1350,173.437,262.588,-20.4835,113.468,0.108046,0.768642,0,1
1351,173.545,262.818,-20.5912,113.698,0.107449,0.769771,0,1
1352,173.652,263.048,-20.6984,113.928,0.106856,0.770896,0,1
1353,173.758,263.277,-20.8049,114.157,0.106269,0.772015,0,1
1354,173.864,263.504,-20.9109,114.384,0.105688,0.77313,0,1
1355,173.97,263.73,-21.0163,114.61,0.105111,0.77424,0,1
1356,174.075,263.956,-21.1211,114.836,0.104539,0.775346,0,1
1357,174.179,264.18,-21.2254,115.06,0.103973,0.776447,0,1
1358,174.283,264.403,-21.3291,115.283,0.103411,0.777543,0,1
1359,174.386,264.625,-21.4322,115.505,0.102853,0.778634,0,1
1360,174.488,264.845,-21.5348,115.725,0.102301,0.779721,0,1
1361,174.59,265.065,-21.6368,115.945,0.101752,0.780802,0,1
1362,174.692,265.284,-21.7383,116.164,0.101208,0.781879,0,1
1363,174.793,265.501,-21.8393,116.381,0.100669,0.782952,0,1
1364,174.893,265.718,-21.9397,116.598,0.100133,0.784019,0,1
1365,174.993,265.933,-22.0395,116.813,0.0996021,0.785082,0,1
1366,175.092,266.148,-22.1389,117.028,0.0990748,0.78614,0,1
1367,175.191,266.361,-22.2377,117.241,0.0985515,0.787193,0,1
1368,175.289,266.573,-22.336,117.453,0.098032,0.788241,0,1
1369,175.387,266.785,-22.4337,117.665,0.0975164,0.789285,0,1
1370,175.484,266.995,-22.531,117.875,0.0970045,0.790324,0,1
1371,175.581,267.204,-22.6277,118.084,0.0964963,0.791358,0,1
1372,175.677,267.412,-22.724,118.292,0.0959916,0.792387,0,1
1373,175.773,267.619,-22.8197,118.499,0.0954905,0.793412,0,1
1374,175.868,267.825,-22.915,118.705,0.0949929,0.794432,0,1
1375,175.963,268.03,-23.0097,118.91,0.0944987,0.795447,0,1
1376,176.057,268.234,-23.104,119.114,0.0940079,0.796457,0,1
1377,176.151,268.437,-23.1977,119.317,0.0935204,0.797463,0,1
1378,176.244,268.639,-23.291,119.519,0.0930362,0.798464,0,1
1379,176.337,268.84,-23.3838,119.72,0.0925551,0.79946,0,1
1380,176.43,269.04,-23.4761,119.921,0.0920772,0.800452,0,1
1381,176.521,269.24,-23.568,120.12,0.0916025,0.801439,0,1
1382,176.613,269.438,-23.6593,120.318,0.0911308,0.802421,0,1
1383,176.704,269.635,-23.7502,120.515,0.0906621,0.803399,0,1
1384,176.794,269.831,-23.8407,120.711,0.0901964,0.804372,0,1
1385,176.884,270.026,-23.9306,120.906,0.0897336,0.80534,0,1
1386,176.974,270.22,-24.0201,121.1,0.0892737,0.806304,0,1
1387,177.063,270.413,-24.1092,121.293,0.0888167,0.807263,0,1
1388,177.151,270.606,-24.1978,121.486,0.0883625,0.808218,0,1
1389,177.239,270.797,-24.2859,121.677,0.0879111,0.809168,0,1
1390,177.327,270.987,-24.3736,121.867,0.0874624,0.810113,0,1
1391,177.414,271.177,-24.4608,122.057,0.0870164,0.811054,0,1
1392,177.501,271.365,-24.5476,122.245,0.0865731,0.811991,0,1
1393,177.587,271.553,-24.634,122.433,0.0861325,0.812923,0,1
1394,177.673,271.739,-24.7199,122.619,0.0856945,0.81385,0,1
1395,177.759,271.925,-24.8054,122.805,0.085259,0.814773,0,1
1396,177.844,272.11,-24.8904,122.99,0.0848261,0.815692,0,1
1397,177.928,272.294,-24.975,123.174,0.0843957,0.816606,0,1
1398,178.013,272.477,-25.0592,123.357,0.0839679,0.817516,0,1
1399,178.096,272.659,-25.143,123.539,0.0835425,0.818421,0,1
1400,178.18,272.84,-25.2263,123.72,0.0831195,0.819322,0,1
1401,178.263,273.02,-25.3092,123.9,0.0826989,0.820218,0,1
1402,178.345,273.199,-25.3917,124.079,0.0822808,0.821111,0,1
1403,178.427,273.378,-25.4738,124.258,0.081865,0.821998,0,1
1404,178.509,273.555,-25.5554,124.435,0.0814515,0.822882,0,1
1405,178.59,273.732,-25.6367,124.612,0.0810404,0.823761,0,1
1406,178.671,273.908,-25.7175,124.788,0.0806315,0.824636,0,1
1407,178.751,274.083,-25.7979,124.963,0.080225,0.825507,0,1
1408,178.831,274.257,-25.878,125.137,0.0798207,0.826373,0,1
1409,178.911,274.43,-25.9576,125.31,0.0794186,0.827235,0,1
1410,178.99,274.602,-26.0368,125.482,0.0790187,0.828093,0,1
1411,179.069,274.774,-26.1156,125.654,0.078621,0.828947,0,1
1412,179.147,274.944,-26.194,125.824,0.0782255,0.829797,0,1
1413,179.226,275.114,-26.2721,125.994,0.0778322,0.830642,0,1
1414,179.303,275.283,-26.3497,126.163,0.077441,0.831483,0,1
1415,179.38,275.451,-26.4269,126.331,0.0770519,0.832321,0,1
1416,179.457,275.618,-26.5038,126.499,0.0766649,0.833154,0,1
1417,179.534,275.785,-26.5803,126.665,0.0762799,0.833983,0,1
1418,179.61,275.951,-26.6564,126.831,0.0758971,0.834807,0,1
1419,179.686,276.115,-26.7321,126.995,0.0755163,0.835628,0,1
1420,179.761,276.279,-26.8074,127.159,0.0751375,0.836445,0,1
1421,179.836,276.442,-26.8823,127.322,0.0747607,0.837258,0,1
1422,179.91,276.605,-26.9569,127.485,0.074386,0.838067,0,1
1423,179.985,276.766,-27.0311,127.646,0.0740132,0.838871,0,1
1424,180.058,276.927,-27.1049,127.807,0.0736424,0.839672,0,1
1425,180.132,277.087,-27.1784,127.967,0.0732735,0.840469,0,1
1426,180.205,277.246,-27.2515,128.126,0.0729066,0.841262,0,1
1427,180.278,277.404,-27.3242,128.284,0.0725416,0.842051,0,1
1428,180.35,277.562,-27.3966,128.442,0.0721786,0.842836,0,1
1429,180.422,277.719,-27.4686,128.599,0.0718174,0.843617,0,1
1430,180.494,277.875,-27.5402,128.755,0.0714581,0.844395,0,1
1431,180.565,278.03,-27.6115,128.91,0.0711007,0.845168,0,1
1432,180.636,278.184,-27.6824,129.064,0.0707451,0.845938,0,1
1433,180.706,278.338,-27.753,129.218,0.0703914,0.846704,0,1
1434,180.777,278.491,-27.8232,129.371,0.0700396,0.847466,0,1
1435,180.847,278.643,-27.8931,129.523,0.0696895,0.848225,0,1
1436,180.916,278.795,-27.9626,129.675,0.0693413,0.848979,0,1
1437,180.985,278.945,-28.0317,129.825,0.0689948,0.84973,0,1
1438,181.054,279.095,-28.1006,129.975,0.0686502,0.850477,0,1
1439,181.122,279.244,-28.1691,130.124,0.0683073,0.851221,0,1
1440,181.191,279.393,-28.2372,130.273,0.0679661,0.851961,0,1
1441,181.258,279.54,-28.305,130.42,0.0676268,0.852697,0,1
1442,181.326,279.687,-28.3724,130.567,0.0672891,0.853429,0,1
1443,181.393,279.833,-28.4396,130.713,0.0669532,0.854158,0,1
1444,181.46,279.979,-28.5063,130.859,0.0666191,0.854884,0,1
1445,181.526,280.124,-28.5728,131.004,0.0662866,0.855605,0,1
1446,181.592,280.268,-28.6389,131.148,0.0659558,0.856323,0,1
1447,181.658,280.411,-28.7047,131.291,0.0656267,0.857038,0,1
1448,181.724,280.554,-28.7702,131.434,0.0652993,0.857749,0,1
1449,181.789,280.696,-28.8353,131.576,0.0649736,0.858456,0,1
1450,181.854,280.837,-28.9001,131.717,0.0646495,0.85916,0,1
1451,181.918,280.977,-28.9646,131.857,0.0643271,0.859861,0,1
1452,181.982,281.117,-29.0288,131.997,0.0640063,0.860558,0,1
1453,182.046,281.256,-29.0926,132.136,0.0636871,0.861251,0,1
1454,182.11,281.395,-29.1562,132.275,0.0633696,0.861941,0,1
1455,182.173,281.532,-29.2194,132.412,0.0630536,0.862628,0,1
1456,182.236,281.669,-29.2823,132.549,0.0627393,0.863311,0,1
1457,182.298,281.806,-29.3448,132.686,0.0624265,0.863991,0,1
1458,182.361,281.941,-29.4071,132.821,0.0621154,0.864668,0,1
1459,182.423,282.076,-29.4691,132.956,0.0618058,0.865341,0,1
1460,182.484,282.211,-29.5307,133.091,0.0614977,0.866011,0,1
1461,182.546,282.344,-29.5921,133.224,0.0611913,0.866677,0,1
1462,182.607,282.477,-29.6531,133.357,0.0608863,0.86734,0,1
1463,182.667,282.61,-29.7138,133.49,0.060583,0.868,0,1
1464,182.728,282.741,-29.7743,133.621,0.0602811,0.868657,0,1
1465,182.788,282.872,-29.8344,133.752,0.0599808,0.86931,0,1
1466,182.848,283.003,-29.8942,133.883,0.0596819,0.86996,0,1
1467,182.907,283.132,-29.9538,134.012,0.0593846,0.870607,0,1
1468,182.966,283.261,-30.013,134.141,0.0590888,0.871251,0,1
1469,183.025,283.39,-30.072,134.27,0.0587944,0.871891,0,1
1470,183.084,283.518,-30.1306,134.398,0.0585016,0.872529,0,1
1471,183.142,283.645,-30.189,134.525,0.0582102,0.873163,0,1
1472,183.2,283.771,-30.247,134.651,0.0579203,0.873794,0,1
1473,183.258,283.897,-30.3048,134.777,0.0576318,0.874422,0,1
1474,183.316,284.022,-30.3623,134.903,0.0573448,0.875046,0,1
1475,183.373,284.147,-30.4195,135.027,0.0570592,0.875668,0,1
1476,183.43,284.271,-30.4764,135.151,0.0567751,0.876287,0,1
1477,183.486,284.395,-30.533,135.275,0.0564923,0.876902,0,1
1478,183.543,284.517,-30.5894,135.397,0.056211,0.877514,0,1
1479,183.599,284.64,-30.6455,135.52,0.0559311,0.878124,0,1
1480,183.655,284.761,-30.7013,135.641,0.0556526,0.87873,0,1
1481,183.71,284.882,-30.7568,135.762,0.0553755,0.879333,0,1
1482,183.765,285.002,-30.812,135.882,0.0550998,0.879934,0,1
1483,183.82,285.122,-30.867,136.002,0.0548255,0.880531,0,1
1484,183.875,285.241,-30.9217,136.121,0.0545526,0.881125,0,1
1485,183.93,285.36,-30.9761,136.24,0.054281,0.881717,0,1
1486,183.984,285.478,-31.0302,136.358,0.0540107,0.882305,0,1
1487,184.038,285.595,-31.0841,136.475,0.0537419,0.882891,0,1
1488,184.091,285.712,-31.1377,136.592,0.0534743,0.883473,0,1
1489,184.144,285.828,-31.191,136.708,0.0532081,0.884053,0,1
1490,184.198,285.944,-31.2441,136.824,0.0529433,0.88463,0,1
1491,184.25,286.059,-31.2969,136.939,0.0526797,0.885204,0,1
1492,184.303,286.174,-31.3495,137.054,0.0524175,0.885775,0,1
1493,184.355,286.288,-31.4018,137.168,0.0521566,0.886343,0,1
1494,184.407,286.401,-31.4538,137.281,0.051897,0.886909,0,1
1495,184.459,286.514,-31.5056,137.394,0.0516386,0.887471,0,1
1496,184.511,286.626,-31.5571,137.506,0.0513816,0.888031,0,1
1497,184.562,286.738,-31.6083,137.618,0.0511259,0.888588,0,1
1498,184.613,286.849,-31.6593,137.729,0.0508714,0.889143,0,1
1499,184.664,286.959,-31.7101,137.839,0.0506182,0.889694,0,1
1500,184.714,287.069,-31.7606,137.949,0.0503663,0.890243,0,1
1501,184.764,287.179,-31.8108,138.059,0.0501156,0.890789,0,1
1502,184.814,287.288,-31.8608,138.168,0.0498662,0.891332,0,1
1503,184.864,287.396,-31.9105,138.276,0.049618,0.891873,0,1
1504,184.913,287.504,-31.96,138.384,0.0493711,0.892411,0,1
1505,184.963,287.611,-32.0093,138.491,0.0491254,0.892946,0,1
1506,185.012,287.718,-32.0583,138.598,0.0488809,0.893479,0,1
1507,185.06,287.824,-32.107,138.705,0.0486376,0.894009,0,1
1508,185.109,287.93,-32.1556,138.81,0.0483956,0.894536,0,1
1509,185.157,288.035,-32.2038,138.915,0.0481547,0.895061,0,1
1510,185.205,288.14,-32.2519,139.02,0.0479151,0.895583,0,1
1511,185.253,288.244,-32.2997,139.124,0.0476766,0.896102,0,1
1512,185.301,288.348,-32.3472,139.228,0.0474394,0.896619,0,1
1513,185.348,288.451,-32.3945,139.331,0.0472033,0.897134,0,1
1514,185.395,288.554,-32.4416,139.434,0.0469684,0.897645,0,1
1515,185.442,288.656,-32.4885,139.536,0.0467347,0.898155,0,1
1516,185.489,288.757,-32.5351,139.637,0.0465021,0.898661,0,1
1517,185.535,288.858,-32.5815,139.738,0.0462707,0.899166,0,1
1518,185.581,288.959,-32.6276,139.839,0.0460404,0.899667,0,1
1519,185.627,289.059,-32.6736,139.939,0.0458113,0.900166,0,1
1520,185.673,289.159,-32.7193,140.039,0.0455834,0.900663,0,1
1521,185.718,289.258,-32.7647,140.138,0.0453565,0.901157,0,1
1522,185.763,289.356,-32.81,140.236,0.0451308,0.901649,0,1
1523,185.808,289.454,-32.855,140.334,0.0449063,0.902138,0,1
1524,185.853,289.552,-32.8998,140.432,0.0446828,0.902625,0,1
1525,185.898,289.649,-32.9444,140.529,0.0444605,0.90311,0,1
1526,185.942,289.746,-32.9887,140.626,0.0442392,0.903592,0,1
1527,185.986,289.842,-33.0328,140.722,0.0440191,0.904071,0,1
1528,186.03,289.938,-33.0768,140.818,0.0438001,0.904549,0,1
1529,186.074,290.033,-33.1204,140.913,0.0435821,0.905024,0,1
1530,186.117,290.128,-33.1639,141.008,0.0433653,0.905496,0,1
1531,186.161,290.222,-33.2072,141.102,0.0431495,0.905966,0,1
1532,186.204,290.316,-33.2502,141.196,0.0429348,0.906434,0,1
1533,186.246,290.409,-33.293,141.289,0.0427211,0.9069,0,1
1534,186.289,290.502,-33.3357,141.382,0.0425086,0.907363,0,1
1535,186.332,290.594,-33.3781,141.474,0.042297,0.907824,0,1
1536,186.374,290.686,-33.4203,141.566,0.0420866,0.908282,0,1
1537,186.416,290.778,-33.4622,141.658,0.0418772,0.908739,0,1
1538,186.457,290.869,-33.504,141.749,0.0416688,0.909193,0,1
1539,186.499,290.959,-33.5456,141.839,0.0414615,0.909645,0,1
1540,186.54,291.05,-33.5869,141.93,0.0412552,0.910094,0,1
1541,186.582,291.139,-33.6281,142.019,0.0410499,0.910542,0,1
1542,186.622,291.228,-33.669,142.108,0.0408456,0.910987,0,1
1543,186.663,291.317,-33.7098,142.197,0.0406424,0.911429,0,1
1544,186.704,291.406,-33.7503,142.286,0.0404402,0.91187,0,1
1545,186.744,291.494,-33.7907,142.374,0.040239,0.912309,0,1
